,Date,US,India,Brazil,United Kingdom,France,Russia,Turkey,Germany,Italy,Spain,Iran,Argentina,Colombia,Indonesia,Poland,Mexico,Ukraine,South Africa,Netherlands,Philippines,Malaysia,Czechia,Canada,Peru,Thailand,Belgium,Iraq,Vietnam,Romania,Chile,Japan,Bangladesh,Portugal,Switzerland,Israel,Greece,Slovakia,Sweden,Serbia,Austria,Pakistan,Hungary,Kazakhstan,Jordan,Morocco,Cuba,Georgia,Denmark,Ireland,Nepal,United Arab Emirates,Bulgaria,Lebanon,Australia,Croatia,Tunisia,Belarus,"Korea, South",Bolivia,Guatemala,Azerbaijan,Sri Lanka,Costa Rica,Saudi Arabia,Ecuador,Lithuania,Burma,Panama,Slovenia,Paraguay,West Bank and Gaza,Venezuela,Ethiopia,Dominican Republic,Uruguay,Norway,Kuwait,Libya,Mongolia,Egypt,Honduras,Moldova,Armenia,Oman,Kenya,Bosnia and Herzegovina,Finland,Bahrain,Singapore,Latvia,Zambia,Qatar,Estonia,Nigeria,North Macedonia,Botswana,Algeria,Zimbabwe,Albania,Mozambique,Uzbekistan,Cyprus,Kyrgyzstan,Montenegro,Kosovo,Afghanistan,Namibia,Uganda,Ghana,El Salvador,Cambodia,Rwanda,China,Laos,Luxembourg,Cameroon,Jamaica,Maldives,Trinidad and Tobago,Angola,Congo (Kinshasa),Malawi,Senegal,Cote d'Ivoire,Eswatini,Malta,Fiji,Suriname,Madagascar,Syria,Sudan,Cabo Verde,Mauritania,Gabon,Guyana,Papua New Guinea,Iceland,Belize,Guinea,Burundi,Togo,Barbados,Tanzania,Lesotho,Seychelles,Bahamas,Haiti,Benin,Andorra,Somalia,Mauritius,Mali,Congo (Brazzaville),Timor-Leste,Burkina Faso,Nicaragua,Tajikistan,Taiwan*,South Sudan,Brunei,New Zealand,Saint Lucia,Djibouti,Equatorial Guinea,Central African Republic,Gambia,Yemen,San Marino,Eritrea,Niger,Comoros,Sierra Leone,Dominica,Grenada,Liberia,Guinea-Bissau,Liechtenstein,Saint Vincent and the Grenadines,Chad,Monaco,Antigua and Barbuda,Sao Tome and Principe,Saint Kitts and Nevis,Bhutan,Summer Olympics 2020,Diamond Princess,Solomon Islands,Holy See,MS Zaandam,Palau,Vanuatu,Marshall Islands,Samoa,Kiribati,Tonga,Micronesia
549,2020-07-18,63797.0,38697.0,25753.0,829.0,165.0,6214.0,918.0,381.0,249.0,0.0,2166.0,3223.0,8560.0,1752.0,339.0,7615.0,867.0,13285.0,127.0,2303.0,9.0,113.0,346.0,3963.0,7.0,207.0,2049.0,0.0,889.0,2407.0,661.0,2709.0,313.0,110.0,1448.0,19.0,11.0,200.0,389.0,134.0,1579.0,22.0,0.0,5.0,289.0,1.0,8.0,0.0,20.0,57.0,289.0,196.0,75.0,361.0,116.0,12.0,171.0,34.0,2036.0,4233.0,497.0,6.0,582.0,2565.0,938.0,7.0,1.0,853.0,24.0,172.0,440.0,292.0,344.0,1406.0,7.0,3.0,683.0,87.0,0.0,698.0,1048.0,300.0,461.0,1311.0,688.0,253.0,17.0,531.0,202.0,4.0,170.0,410.0,1.0,653.0,240.0,0.0,601.0,58.0,102.0,33.0,579.0,0.0,11505.0,107.0,145.0,60.0,125.0,6.0,488.0,301.0,0.0,54.0,16.0,0.0,74.0,0.0,6.0,17.0,1.0,49.0,75.0,5.0,125.0,216.0,110.0,1.0,0.0,58.0,382.0,0.0,0.0,75.0,103.0,0.0,7.0,1.0,2.0,0.0,61.0,0.0,8.0,0.0,0.0,48.0,0.0,9.0,46.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,0.0,45.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,96.0,15.0,5.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,22.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,2020-07-19,61449.0,40425.0,23412.0,726.0,4.0,6096.0,924.0,309.0,218.0,0.0,2182.0,4231.0,6578.0,1639.0,358.0,5311.0,744.0,13449.0,146.0,2152.0,15.0,90.0,255.0,4090.0,3.0,0.0,2310.0,1.0,767.0,2084.0,511.0,2459.0,246.0,99.0,1016.0,24.0,3.0,110.0,396.0,82.0,1587.0,18.0,3135.0,4.0,221.0,1.0,10.0,3.0,10.0,156.0,211.0,95.0,84.0,267.0,92.0,26.0,142.0,26.0,1444.0,635.0,388.0,21.0,563.0,2504.0,631.0,18.0,1.0,1207.0,6.0,92.0,345.0,408.0,356.0,1336.0,10.0,0.0,300.0,75.0,0.0,603.0,1042.0,186.0,415.0,1157.0,603.0,179.0,17.0,418.0,257.0,3.0,0.0,340.0,0.0,556.0,127.0,0.0,535.0,133.0,82.0,56.0,566.0,6.0,2537.0,116.0,118.0,186.0,44.0,3.0,607.0,338.0,0.0,43.0,85.0,0.0,122.0,0.0,16.0,36.0,0.0,18.0,79.0,97.0,141.0,207.0,64.0,2.0,1.0,28.0,200.0,0.0,235.0,31.0,60.0,0.0,9.0,0.0,1.0,0.0,53.0,0.0,4.0,1.0,0.0,0.0,0.0,15.0,27.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,5.0,0.0,48.0,0.0,9.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,2020-07-20,60212.0,37132.0,22753.0,586.0,1911.0,5901.0,931.0,590.0,190.0,4581.0,2414.0,4019.0,6727.0,1693.0,279.0,5172.0,690.0,9300.0,187.0,1442.0,21.0,153.0,751.0,4091.0,1.0,388.0,2163.0,1.0,681.0,2099.0,418.0,2928.0,135.0,43.0,1887.0,5.0,1.0,131.0,359.0,88.0,1013.0,6.0,1630.0,5.0,326.0,0.0,11.0,89.0,6.0,186.0,271.0,196.0,46.0,359.0,25.0,7.0,118.0,45.0,1409.0,362.0,369.0,6.0,420.0,2429.0,607.0,14.0,0.0,958.0,7.0,27.0,367.0,443.0,704.0,1101.0,10.0,6.0,559.0,114.0,0.0,627.0,776.0,135.0,104.0,1739.0,418.0,139.0,5.0,514.0,123.0,0.0,346.0,389.0,0.0,562.0,96.0,0.0,607.0,102.0,81.0,16.0,397.0,1.0,0.0,0.0,142.0,34.0,97.0,4.0,763.0,361.0,0.0,47.0,119.0,0.0,34.0,0.0,19.0,33.0,0.0,44.0,40.0,85.0,138.0,193.0,33.0,0.0,0.0,50.0,104.0,26.0,230.0,26.0,50.0,118.0,1.0,3.0,0.0,0.0,46.0,12.0,5.0,1.0,0.0,0.0,0.0,21.0,78.0,0.0,4.0,11.0,0.0,0.0,218.0,0.0,13.0,0.0,44.0,0.0,11.0,0.0,1.0,0.0,9.0,0.0,63.0,19.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2020-07-21,65582.0,37740.0,46927.0,445.0,595.0,5828.0,928.0,392.0,128.0,1358.0,2625.0,5344.0,7033.0,1655.0,399.0,6859.0,687.0,8170.0,165.0,1866.0,15.0,226.0,505.0,4406.0,5.0,164.0,2466.0,17.0,994.0,1654.0,632.0,3057.0,127.0,108.0,2006.0,36.0,41.0,226.0,352.0,84.0,1332.0,8.0,1685.0,-110.0,180.0,3.0,10.0,40.0,36.0,150.0,305.0,325.0,75.0,466.0,52.0,8.0,135.0,63.0,1366.0,1190.0,352.0,0.0,277.0,2476.0,1597.0,2.0,0.0,727.0,24.0,69.0,312.0,440.0,865.0,841.0,32.0,19.0,671.0,108.0,0.0,676.0,734.0,327.0,273.0,1487.0,397.0,308.0,11.0,380.0,399.0,1.0,60.0,393.0,1.0,576.0,163.0,0.0,587.0,107.0,119.0,29.0,732.0,0.0,1108.0,193.0,168.0,106.0,22.0,3.0,559.0,375.0,26.0,26.0,86.0,0.0,86.0,365.0,1.0,45.0,2.0,30.0,91.0,53.0,37.0,219.0,68.0,0.0,0.0,52.0,395.0,18.0,0.0,36.0,62.0,0.0,2.0,8.0,0.0,2.0,62.0,6.0,7.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,292.0,43.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,10.0,0.0,0.0,8.0,3.0,16.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,2020-07-22,70385.0,45720.0,66150.0,563.0,921.0,5850.0,902.0,559.0,280.0,1357.0,2586.0,5782.0,7390.0,1882.0,380.0,6019.0,841.0,13150.0,168.0,1505.0,16.0,246.0,349.0,4463.0,-2.0,369.0,2706.0,7.0,1030.0,1719.0,795.0,2744.0,252.0,141.0,2044.0,29.0,37.0,297.0,426.0,102.0,1763.0,19.0,0.0,7.0,220.0,13.0,24.0,48.0,17.0,100.0,236.0,330.0,124.0,408.0,108.0,5.0,173.0,59.0,1778.0,906.0,391.0,22.0,550.0,2331.0,1040.0,2.0,2.0,753.0,29.0,183.0,170.0,390.0,452.0,1246.0,21.0,6.0,751.0,88.0,0.0,667.0,757.0,356.0,439.0,1660.0,637.0,328.0,11.0,321.0,310.0,4.0,197.0,441.0,3.0,543.0,135.0,0.0,594.0,214.0,68.0,21.0,498.0,2.0,729.0,91.0,241.0,112.0,36.0,3.0,683.0,393.0,1.0,34.0,198.0,0.0,129.0,0.0,6.0,59.0,2.0,33.0,92.0,257.0,136.0,202.0,44.0,2.0,0.0,45.0,614.0,21.0,135.0,47.0,42.0,155.0,11.0,3.0,1.0,1.0,95.0,0.0,16.0,0.0,0.0,0.0,0.0,25.0,37.0,88.0,5.0,26.0,0.0,17.0,0.0,0.0,1.0,0.0,46.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,34.0,11.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,2020-07-23,68257.0,49310.0,57326.0,779.0,1236.0,5830.0,913.0,605.0,306.0,2615.0,2621.0,6127.0,7945.0,1906.0,418.0,8438.0,874.0,13104.0,165.0,2121.0,9.0,230.0,658.0,4546.0,16.0,220.0,2361.0,4.0,1112.0,2357.0,981.0,2856.0,229.0,117.0,1990.0,33.0,31.0,220.0,412.0,170.0,1209.0,14.0,3333.0,11.0,302.0,4.0,12.0,40.0,7.0,147.0,254.0,269.0,156.0,293.0,104.0,12.0,167.0,41.0,1117.0,1057.0,347.0,1.0,768.0,2238.0,891.0,10.0,0.0,911.0,27.0,113.0,346.0,449.0,409.0,1572.0,24.0,26.0,687.0,138.0,1.0,668.0,800.0,307.0,469.0,1099.0,796.0,347.0,10.0,359.0,354.0,6.0,206.0,373.0,2.0,604.0,122.0,70.0,612.0,90.0,108.0,25.0,607.0,0.0,2267.0,97.0,181.0,188.0,120.0,4.0,0.0,402.0,4.0,21.0,139.0,0.0,98.0,0.0,5.0,17.0,0.0,39.0,94.0,0.0,145.0,268.0,83.0,1.0,0.0,58.0,219.0,23.0,110.0,36.0,40.0,0.0,1.0,1.0,1.0,4.0,59.0,17.0,22.0,0.0,0.0,0.0,-1.0,55.0,46.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,48.0,0.0,28.0,0.0,1.0,1.0,1.0,0.0,16.0,24.0,14.0,0.0,10.0,2.0,3.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,26.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,2020-07-24,74149.0,48916.0,56903.0,769.0,1091.0,5779.0,937.0,742.0,252.0,2255.0,2489.0,5493.0,7168.0,1761.0,458.0,7573.0,1004.0,13944.0,197.0,2054.0,21.0,281.0,714.0,4865.0,10.0,352.0,2485.0,3.0,1119.0,2545.0,779.0,2548.0,313.0,154.0,1830.0,25.0,29.0,262.0,409.0,115.0,1487.0,18.0,1740.0,15.0,570.0,3.0,19.0,48.0,19.0,133.0,261.0,270.0,147.0,355.0,81.0,19.0,158.0,113.0,1204.0,1091.0,332.0,11.0,540.0,2378.0,901.0,26.0,3.0,1176.0,19.0,111.0,349.0,650.0,760.0,1462.0,25.0,7.0,753.0,110.0,0.0,659.0,657.0,378.0,451.0,1145.0,667.0,305.0,8.0,462.0,277.0,2.0,67.0,394.0,1.0,591.0,128.0,94.0,675.0,172.0,104.0,8.0,374.0,5.0,0.0,96.0,213.0,66.0,96.0,10.0,1385.0,415.0,0.0,19.0,157.0,1.0,104.0,186.0,10.0,55.0,1.0,29.0,47.0,151.0,156.0,252.0,52.0,6.0,0.0,71.0,360.0,24.0,65.0,30.0,49.0,396.0,1.0,1.0,2.0,1.0,61.0,0.0,11.0,2.0,0.0,0.0,0.0,42.0,21.0,0.0,8.0,0.0,1.0,9.0,187.0,0.0,5.0,0.0,45.0,3.0,19.0,0.0,0.0,0.0,8.0,0.0,3.0,46.0,20.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,2020-07-25,66999.0,48611.0,47535.0,770.0,84.0,5833.0,921.0,655.0,274.0,0.0,2316.0,4814.0,7254.0,1868.0,584.0,6751.0,1144.0,12204.0,147.0,1968.0,23.0,131.0,346.0,0.0,3.0,528.0,2862.0,2.0,1284.0,2288.0,801.0,2520.0,263.0,148.0,1112.0,31.0,23.0,138.0,0.0,124.0,1226.0,26.0,1494.0,8.0,811.0,9.0,13.0,1.0,24.0,109.0,313.0,189.0,175.0,453.0,77.0,18.0,156.0,58.0,1825.0,1209.0,321.0,6.0,931.0,2201.0,987.0,14.0,2.0,871.0,14.0,104.0,213.0,666.0,555.0,1819.0,8.0,19.0,684.0,123.0,0.0,511.0,879.0,345.0,383.0,1067.0,375.0,0.0,8.0,289.0,513.0,1.0,472.0,398.0,5.0,438.0,137.0,0.0,605.0,138.0,67.0,26.0,592.0,2.0,877.0,82.0,237.0,55.0,69.0,14.0,794.0,429.0,23.0,23.0,179.0,0.0,133.0,0.0,6.0,77.0,5.0,36.0,34.0,0.0,130.0,241.0,69.0,0.0,0.0,76.0,125.0,19.0,0.0,38.0,35.0,0.0,8.0,7.0,0.0,0.0,60.0,16.0,14.0,0.0,0.0,60.0,0.0,10.0,30.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,61.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,2020-07-26,56156.0,49981.0,22673.0,750.0,4.0,5741.0,927.0,389.0,254.0,0.0,2333.0,4192.0,8181.0,1492.0,443.0,5480.0,944.0,11233.0,294.0,2036.0,13.0,112.0,297.0,0.0,9.0,299.0,2459.0,3.0,1120.0,2198.0,839.0,2275.0,209.0,110.0,1042.0,27.0,38.0,42.0,878.0,134.0,0.0,11.0,1402.0,14.0,633.0,17.0,14.0,22.0,12.0,130.0,351.0,115.0,168.0,532.0,65.0,9.0,130.0,25.0,1148.0,561.0,417.0,12.0,629.0,1968.0,658.0,7.0,2.0,1432.0,16.0,116.0,163.0,534.0,720.0,2012.0,18.0,6.0,464.0,122.0,0.0,479.0,838.0,206.0,321.0,1147.0,960.0,0.0,5.0,384.0,481.0,13.0,153.0,269.0,1.0,555.0,152.0,0.0,593.0,78.0,126.0,53.0,579.0,6.0,689.0,52.0,220.0,121.0,88.0,12.0,1118.0,409.0,0.0,69.0,189.0,0.0,83.0,0.0,5.0,50.0,0.0,16.0,30.0,187.0,129.0,102.0,65.0,14.0,0.0,58.0,429.0,23.0,83.0,49.0,20.0,0.0,10.0,23.0,4.0,0.0,81.0,0.0,15.0,2.0,0.0,86.0,0.0,16.0,63.0,76.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,46.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,7.0,0.0,0.0,12.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,2020-07-27,56170.0,44457.0,28011.0,688.0,2488.0,5607.0,919.0,445.0,168.0,6361.0,2434.0,4890.0,8125.0,1525.0,337.0,4973.0,835.0,7096.0,146.0,1592.0,7.0,192.0,626.0,13756.0,4.0,402.0,2553.0,11.0,1104.0,2133.0,600.0,2772.0,135.0,65.0,2048.0,34.0,2.0,71.0,411.0,86.0,1176.0,13.0,1526.0,8.0,609.0,37.0,6.0,110.0,11.0,139.0,264.0,194.0,132.0,368.0,24.0,3.0,119.0,28.0,1752.0,256.0,396.0,23.0,612.0,1993.0,467.0,11.0,0.0,1146.0,5.0,104.0,152.0,525.0,579.0,1248.0,10.0,15.0,606.0,158.0,1.0,420.0,465.0,120.0,73.0,1053.0,372.0,731.0,5.0,351.0,469.0,0.0,71.0,292.0,0.0,648.0,127.0,53.0,616.0,192.0,117.0,32.0,678.0,4.0,483.0,94.0,276.0,106.0,68.0,13.0,655.0,405.0,1.0,58.0,213.0,0.0,49.0,402.0,11.0,67.0,1.0,18.0,13.0,24.0,83.0,59.0,109.0,1.0,0.0,44.0,395.0,24.0,39.0,21.0,37.0,205.0,19.0,0.0,7.0,0.0,47.0,17.0,6.0,0.0,0.0,0.0,0.0,40.0,37.0,0.0,10.0,18.0,0.0,3.0,162.0,0.0,14.0,0.0,42.0,4.0,43.0,0.0,1.0,0.0,9.0,0.0,0.0,49.0,10.0,0.0,2.0,-4.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,7.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,2020-07-28,63694.0,51596.0,54004.0,553.0,564.0,5380.0,963.0,595.0,202.0,1828.0,2667.0,5939.0,10284.0,1748.0,502.0,7208.0,934.0,7232.0,223.0,1633.0,39.0,283.0,361.0,5288.0,2.0,234.0,2747.0,15.0,1151.0,1877.0,985.0,2960.0,111.0,132.0,2125.0,52.0,23.0,283.0,379.0,119.0,936.0,8.0,1544.0,6.0,500.0,23.0,8.0,36.0,37.0,311.0,369.0,250.0,141.0,279.0,42.0,13.0,115.0,48.0,1146.0,1142.0,412.0,5.0,503.0,1897.0,1118.0,8.0,1.0,781.0,14.0,126.0,317.0,583.0,653.0,534.0,16.0,18.0,770.0,190.0,2.0,465.0,719.0,367.0,239.0,846.0,606.0,268.0,6.0,439.0,359.0,1.0,450.0,283.0,4.0,624.0,102.0,0.0,642.0,113.0,117.0,19.0,490.0,3.0,548.0,56.0,239.0,105.0,74.0,7.0,782.0,411.0,0.0,47.0,207.0,0.0,54.0,69.0,2.0,137.0,5.0,50.0,29.0,45.0,41.0,58.0,88.0,7.0,0.0,27.0,414.0,20.0,72.0,26.0,41.0,0.0,7.0,1.0,3.0,0.0,71.0,0.0,22.0,0.0,0.0,0.0,7.0,65.0,18.0,0.0,0.0,16.0,0.0,7.0,0.0,0.0,5.0,233.0,43.0,5.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,2020-07-29,68375.0,50294.0,55451.0,802.0,1470.0,5449.0,942.0,839.0,288.0,2031.0,2636.0,5641.0,8670.0,2381.0,512.0,5752.0,1048.0,11362.0,248.0,1813.0,13.0,294.0,487.0,5678.0,1.0,673.0,2968.0,13.0,1182.0,1775.0,1270.0,3009.0,203.0,193.0,1954.0,57.0,41.0,301.0,372.0,173.0,1063.0,9.0,1472.0,5.0,826.0,33.0,10.0,57.0,13.0,210.0,375.0,284.0,182.0,716.0,70.0,20.0,152.0,18.0,1207.0,1154.0,363.0,0.0,456.0,1759.0,914.0,15.0,0.0,1046.0,14.0,192.0,346.0,587.0,610.0,1492.0,19.0,22.0,754.0,205.0,0.0,409.0,484.0,426.0,308.0,665.0,544.0,361.0,10.0,390.0,334.0,4.0,247.0,273.0,4.0,404.0,188.0,65.0,614.0,62.0,108.0,28.0,886.0,7.0,748.0,67.0,194.0,103.0,69.0,5.0,736.0,395.0,0.0,37.0,223.0,0.0,158.0,76.0,1.0,61.0,3.0,78.0,58.0,29.0,156.0,100.0,147.0,12.0,0.0,97.0,213.0,23.0,83.0,19.0,24.0,163.0,2.0,0.0,4.0,0.0,57.0,9.0,0.0,0.0,0.0,71.0,0.0,37.0,25.0,35.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,17.0,0.0,1.0,0.0,13.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,24.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,2020-07-30,67966.0,52783.0,58055.0,847.0,1394.0,5484.0,967.0,989.0,382.0,2789.0,2621.0,6377.0,9965.0,1904.0,615.0,7730.0,1222.0,11046.0,354.0,3888.0,8.0,278.0,415.0,0.0,6.0,671.0,2963.0,50.0,1356.0,1961.0,1308.0,2695.0,255.0,220.0,1787.0,65.0,20.0,302.0,321.0,105.0,1114.0,19.0,1414.0,4.0,1046.0,9.0,5.0,96.0,85.0,274.0,302.0,265.0,129.0,605.0,78.0,26.0,147.0,36.0,1700.0,1221.0,339.0,4.0,490.0,1629.0,1177.0,19.0,2.0,922.0,24.0,341.0,264.0,701.0,805.0,1733.0,6.0,36.0,626.0,216.0,0.0,401.0,482.0,396.0,259.0,590.0,788.0,317.0,9.0,444.0,278.0,4.0,306.0,307.0,9.0,481.0,114.0,0.0,602.0,213.0,92.0,60.0,686.0,13.0,631.0,0.0,258.0,71.0,66.0,7.0,0.0,389.0,8.0,31.0,276.0,0.0,83.0,0.0,8.0,152.0,8.0,31.0,79.0,120.0,145.0,165.0,26.0,94.0,0.0,0.0,431.0,21.0,0.0,45.0,22.0,0.0,3.0,0.0,11.0,0.0,59.0,0.0,12.0,0.0,0.0,28.0,0.0,24.0,31.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,15.0,0.0,14.0,2.0,0.0,15.0,0.0,1.0,12.0,27.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,2020-07-31,68468.0,61242.0,53264.0,883.0,1303.0,5468.0,982.0,864.0,379.0,3092.0,2674.0,5929.0,9488.0,2040.0,657.0,8458.0,1104.0,11014.0,341.0,3980.0,12.0,203.0,557.0,6809.0,6.0,745.0,3346.0,49.0,1295.0,2131.0,1586.0,2772.0,204.0,210.0,1362.0,76.0,27.0,258.0,339.0,175.0,903.0,21.0,1289.0,2.0,1063.0,11.0,8.0,64.0,38.0,224.0,283.0,270.0,221.0,377.0,68.0,21.0,143.0,31.0,1555.0,963.0,318.0,1.0,530.0,1686.0,985.0,13.0,0.0,1065.0,17.0,131.0,289.0,715.0,915.0,1734.0,21.0,32.0,428.0,183.0,0.0,321.0,588.0,390.0,354.0,0.0,723.0,432.0,9.0,227.0,396.0,3.0,408.0,235.0,13.0,462.0,137.0,0.0,563.0,77.0,79.0,56.0,738.0,4.0,582.0,57.0,226.0,0.0,77.0,7.0,359.0,402.0,5.0,28.0,166.0,0.0,79.0,0.0,14.0,74.0,5.0,39.0,60.0,220.0,126.0,69.0,71.0,10.0,0.0,43.0,120.0,19.0,0.0,33.0,15.0,0.0,12.0,9.0,13.0,0.0,66.0,0.0,33.0,0.0,0.0,0.0,0.0,66.0,7.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,2.0,0.0,3.0,1750.0,3.0,95.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,2020-08-01,59132.0,54735.0,41541.0,769.0,62.0,5429.0,996.0,606.0,295.0,0.0,2548.0,5241.0,10673.0,1560.0,658.0,9556.0,1205.0,10107.0,431.0,4878.0,9.0,125.0,226.0,0.0,2.0,651.0,2095.0,32.0,1225.0,1991.0,1534.0,2199.0,238.0,180.0,625.0,110.0,45.0,303.0,330.0,82.0,0.0,21.0,0.0,15.0,693.0,25.0,3.0,0.0,44.0,315.0,254.0,146.0,175.0,615.0,85.0,17.0,138.0,30.0,2004.0,1190.0,279.0,0.0,367.0,1573.0,877.0,18.0,0.0,1127.0,15.0,147.0,323.0,869.0,469.0,1766.0,14.0,13.0,491.0,70.0,2.0,238.0,671.0,380.0,291.0,0.0,727.0,0.0,11.0,208.0,307.0,7.0,265.0,216.0,8.0,386.0,137.0,0.0,556.0,490.0,120.0,43.0,774.0,30.0,494.0,125.0,224.0,168.0,95.0,22.0,1513.0,418.0,1.0,20.0,172.0,0.0,98.0,0.0,5.0,156.0,4.0,16.0,14.0,108.0,52.0,62.0,58.0,21.0,0.0,110.0,405.0,23.0,65.0,29.0,9.0,179.0,17.0,19.0,8.0,8.0,0.0,8.0,17.0,12.0,0.0,98.0,0.0,25.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,43.0,7.0,30.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
