,Date,US,India,Brazil,United Kingdom,France,Russia,Turkey,Germany,Italy,Spain,Iran,Argentina,Colombia,Indonesia,Poland,Mexico,Ukraine,South Africa,Netherlands,Philippines,Malaysia,Czechia,Canada,Peru,Thailand,Belgium,Iraq,Vietnam,Romania,Chile,Japan,Bangladesh,Portugal,Switzerland,Israel,Greece,Slovakia,Sweden,Serbia,Austria,Pakistan,Hungary,Kazakhstan,Jordan,Morocco,Cuba,Georgia,Denmark,Ireland,Nepal,United Arab Emirates,Bulgaria,Lebanon,Australia,Croatia,Tunisia,Belarus,"Korea, South",Bolivia,Guatemala,Azerbaijan,Sri Lanka,Costa Rica,Saudi Arabia,Ecuador,Lithuania,Burma,Panama,Slovenia,Paraguay,West Bank and Gaza,Venezuela,Ethiopia,Dominican Republic,Uruguay,Norway,Kuwait,Libya,Mongolia,Egypt,Honduras,Moldova,Armenia,Oman,Kenya,Bosnia and Herzegovina,Finland,Bahrain,Singapore,Latvia,Zambia,Qatar,Estonia,Nigeria,North Macedonia,Botswana,Algeria,Zimbabwe,Albania,Mozambique,Uzbekistan,Cyprus,Kyrgyzstan,Montenegro,Kosovo,Afghanistan,Namibia,Uganda,Ghana,El Salvador,Cambodia,Rwanda,China,Laos,Luxembourg,Cameroon,Jamaica,Maldives,Trinidad and Tobago,Angola,Congo (Kinshasa),Malawi,Senegal,Cote d'Ivoire,Eswatini,Malta,Fiji,Suriname,Madagascar,Syria,Sudan,Cabo Verde,Mauritania,Gabon,Guyana,Papua New Guinea,Iceland,Belize,Guinea,Burundi,Togo,Barbados,Tanzania,Lesotho,Seychelles,Bahamas,Haiti,Benin,Andorra,Somalia,Mauritius,Mali,Congo (Brazzaville),Timor-Leste,Burkina Faso,Nicaragua,Tajikistan,Taiwan*,South Sudan,Brunei,New Zealand,Saint Lucia,Djibouti,Equatorial Guinea,Central African Republic,Gambia,Yemen,San Marino,Eritrea,Niger,Comoros,Sierra Leone,Dominica,Grenada,Liberia,Guinea-Bissau,Liechtenstein,Saint Vincent and the Grenadines,Chad,Monaco,Antigua and Barbuda,Sao Tome and Principe,Saint Kitts and Nevis,Bhutan,Summer Olympics 2020,Diamond Princess,Solomon Islands,Holy See,MS Zaandam,Palau,Vanuatu,Marshall Islands,Samoa,Kiribati,Tonga,Micronesia
32,2021-01-03,203648.0,16504.0,17190.0,55157.0,12491.0,23845.0,9877.0,10356.0,14245.0,0.0,5960.0,5884.0,9412.0,6877.0,5782.0,5211.0,4881.0,11859.0,7453.0,891.0,1704.0,5012.0,10645.0,2962.0,745.0,842.0,741.0,12.0,3034.0,2289.0,3166.0,835.0,3384.0,0.0,6743.0,390.0,1745.0,0.0,1966.0,1466.0,1895.0,1307.0,683.0,1540.0,1005.0,199.0,417.0,1176.0,4961.0,421.0,1590.0,171.0,2870.0,20.0,696.0,1565.0,1837.0,1020.0,606.0,159.0,803.0,403.0,0.0,82.0,101.0,1265.0,729.0,1972.0,743.0,355.0,932.0,147.0,573.0,366.0,548.0,450.0,269.0,670.0,23.0,1309.0,225.0,179.0,229.0,537.0,124.0,502.0,168.0,294.0,35.0,568.0,352.0,197.0,342.0,917.0,235.0,0.0,249.0,774.0,447.0,341.0,76.0,627.0,174.0,339.0,463.0,123.0,462.0,210.0,104.0,0.0,1.0,109.0,74.0,0.0,0.0,0.0,118.0,33.0,6.0,34.0,104.0,132.0,186.0,85.0,232.0,85.0,0.0,50.0,0.0,94.0,157.0,37.0,117.0,0.0,7.0,19.0,0.0,94.0,0.0,11.0,19.0,161.0,0.0,0.0,17.0,27.0,62.0,0.0,26.0,0.0,0.0,27.0,0.0,2.0,111.0,0.0,3.0,4.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,28.0,0.0,27.0,0.0,0.0,0.0,3.0,23.0,2.0,44.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2021-01-04,181645.0,16375.0,25039.0,58923.0,4084.0,23015.0,13695.0,12320.0,10798.0,30579.0,6073.0,8222.0,10311.0,6753.0,4385.0,6464.0,4494.0,12601.0,6614.0,954.0,1741.0,6233.0,10065.0,1376.0,527.0,876.0,595.0,3.0,3130.0,2450.0,3343.0,910.0,4369.0,9665.0,6631.0,427.0,908.0,0.0,2715.0,1642.0,1947.0,856.0,730.0,1623.0,656.0,316.0,594.0,2078.0,6110.0,403.0,1501.0,1029.0,2861.0,13.0,361.0,1252.0,1869.0,715.0,1010.0,181.0,334.0,468.0,3115.0,94.0,466.0,1377.0,590.0,2494.0,772.0,764.0,1009.0,177.0,297.0,2043.0,603.0,529.0,372.0,561.0,22.0,1277.0,29.0,436.0,193.0,180.0,106.0,0.0,147.0,288.0,24.0,621.0,411.0,207.0,390.0,1271.0,105.0,563.0,237.0,564.0,185.0,154.0,0.0,529.0,0.0,435.0,0.0,200.0,270.0,128.0,0.0,284.0,0.0,172.0,86.0,0.0,571.0,0.0,154.0,26.0,10.0,42.0,51.0,91.0,106.0,152.0,195.0,148.0,0.0,100.0,0.0,89.0,240.0,29.0,81.0,34.0,21.0,0.0,41.0,37.0,15.0,9.0,20.0,50.0,0.0,0.0,12.0,10.0,50.0,0.0,57.0,0.0,4.0,7.0,0.0,3.0,75.0,0.0,2.0,3.0,31.0,0.0,5.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,16.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2021-01-05,231242.0,18088.0,58083.0,61087.0,20833.0,23955.0,14494.0,18349.0,15375.0,23700.0,6113.0,13790.0,16835.0,7445.0,7596.0,11271.0,5625.0,14410.0,6506.0,932.0,2027.0,12921.0,7328.0,0.0,365.0,1848.0,757.0,7.0,4729.0,2460.0,4949.0,991.0,4956.0,4020.0,7966.0,927.0,10347.0,32369.0,2653.0,2311.0,2118.0,870.0,771.0,1472.0,1637.0,224.0,2316.0,1997.0,5325.0,522.0,1967.0,1310.0,3620.0,19.0,1071.0,2265.0,1273.0,839.0,1597.0,763.0,802.0,484.0,1155.0,104.0,1003.0,1641.0,649.0,3540.0,2512.0,959.0,941.0,255.0,322.0,475.0,678.0,935.0,312.0,481.0,0.0,1119.0,424.0,612.0,324.0,190.0,219.0,747.0,299.0,229.0,28.0,824.0,652.0,208.0,429.0,1354.0,580.0,72.0,228.0,1365.0,660.0,79.0,37.0,665.0,124.0,424.0,368.0,102.0,501.0,357.0,0.0,268.0,1.0,107.0,64.0,0.0,163.0,0.0,43.0,37.0,8.0,72.0,95.0,175.0,161.0,55.0,200.0,158.0,4.0,93.0,0.0,91.0,0.0,34.0,106.0,0.0,28.0,0.0,16.0,80.0,46.0,0.0,48.0,37.0,0.0,0.0,26.0,4.0,0.0,53.0,59.0,0.0,0.0,89.0,0.0,0.0,216.0,51.0,10.0,2.0,0.0,0.0,0.0,20.0,8.0,0.0,0.0,12.0,0.0,30.0,0.0,35.0,131.0,51.0,0.0,0.0,0.0,0.0,31.0,9.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2021-01-06,256866.0,20346.0,62507.0,62556.0,25186.0,23902.0,13830.0,26663.0,20326.0,0.0,6283.0,13441.0,16805.0,8854.0,14220.0,13345.0,7226.0,21832.0,7238.0,1044.0,2593.0,17332.0,8308.0,2543.0,305.0,2997.0,839.0,1.0,5719.0,2382.0,6049.0,978.0,10027.0,4808.0,7309.0,814.0,11080.0,0.0,2882.0,2469.0,2481.0,2047.0,869.0,1553.0,1642.0,201.0,1800.0,2230.0,7832.0,409.0,2067.0,1002.0,4166.0,10.0,1896.0,2820.0,1854.0,868.0,1713.0,783.0,799.0,522.0,1447.0,118.0,1294.0,2787.0,594.0,5186.0,3354.0,898.0,1088.0,246.0,545.0,529.0,944.0,787.0,411.0,424.0,0.0,1007.0,1077.0,950.0,309.0,114.0,271.0,0.0,331.0,289.0,31.0,1229.0,850.0,209.0,717.0,1664.0,619.0,0.0,247.0,610.0,725.0,125.0,55.0,569.0,144.0,643.0,0.0,94.0,432.0,295.0,0.0,290.0,2.0,103.0,88.0,0.0,281.0,0.0,84.0,37.0,10.0,108.0,239.0,227.0,192.0,108.0,201.0,224.0,0.0,80.0,0.0,98.0,0.0,69.0,130.0,36.0,0.0,0.0,21.0,90.0,0.0,42.0,37.0,100.0,0.0,931.0,24.0,17.0,0.0,0.0,40.0,12.0,8.0,46.0,20.0,0.0,221.0,0.0,9.0,2.0,0.0,0.0,2.0,2.0,1.0,7.0,0.0,0.0,1.0,56.0,82.0,134.0,0.0,15.0,17.0,0.0,0.0,0.0,30.0,16.0,39.0,31.0,3.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2021-01-07,288608.0,18139.0,87969.0,52787.0,21767.0,23218.0,12171.0,45333.0,18416.0,42360.0,6360.0,13835.0,17576.0,9321.0,12119.0,13734.0,9320.0,20999.0,9745.0,1346.0,3027.0,17773.0,8540.0,0.0,205.0,2923.0,790.0,4.0,4951.0,3693.0,7642.0,1007.0,9927.0,3975.0,7600.0,510.0,3165.0,12536.0,1787.0,2540.0,2435.0,3068.0,907.0,1215.0,1597.0,314.0,1612.0,1844.0,6503.0,412.0,2988.0,867.0,4774.0,25.0,562.0,2373.0,1838.0,672.0,1910.0,872.0,685.0,532.0,1369.0,108.0,1008.0,2409.0,594.0,4135.0,2821.0,1162.0,995.0,414.0,441.0,1115.0,759.0,825.0,540.0,635.0,87.0,1219.0,219.0,423.0,201.0,182.0,335.0,0.0,223.0,349.0,33.0,1374.0,802.0,210.0,1084.0,1565.0,166.0,610.0,262.0,871.0,697.0,294.0,62.0,573.0,170.0,463.0,610.0,102.0,363.0,372.0,293.0,303.0,1.0,167.0,86.0,0.0,162.0,0.0,38.0,21.0,14.0,110.0,251.0,274.0,220.0,210.0,234.0,164.0,0.0,84.0,0.0,96.0,0.0,94.0,103.0,0.0,62.0,0.0,13.0,44.0,59.0,1.0,38.0,0.0,0.0,214.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,150.0,0.0,6.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,6.0,21.0,2.0,0.0,0.0,72.0,55.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,40.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2021-01-08,303459.0,0.0,59586.0,68192.0,19860.0,23330.0,11479.0,19077.0,17529.0,25456.0,6251.0,13346.0,18221.0,10617.0,8763.0,14362.0,5998.0,21980.0,8258.0,1769.0,2643.0,14861.0,9395.0,4162.0,212.0,2048.0,669.0,3.0,4841.0,4205.0,7957.0,785.0,10176.0,3219.0,6309.0,717.0,8291.0,7187.0,2218.0,2063.0,2007.0,2907.0,843.0,1092.0,1543.0,344.0,537.0,1663.0,8227.0,554.0,2950.0,753.0,5440.0,11.0,1098.0,2649.0,1805.0,641.0,2263.0,990.0,532.0,525.0,1207.0,97.0,763.0,2058.0,711.0,3946.0,2084.0,1138.0,822.0,345.0,345.0,1045.0,532.0,684.0,495.0,487.0,13.0,1001.0,439.0,375.0,361.0,0.0,221.0,1528.0,296.0,397.0,23.0,1237.0,1029.0,195.0,786.0,1544.0,100.0,0.0,275.0,985.0,673.0,521.0,73.0,427.0,165.0,436.0,321.0,125.0,573.0,222.0,0.0,307.0,1.0,143.0,78.0,0.0,152.0,0.0,43.0,52.0,9.0,92.0,231.0,314.0,296.0,81.0,202.0,191.0,0.0,104.0,0.0,95.0,0.0,91.0,138.0,53.0,0.0,12.0,22.0,50.0,0.0,0.0,49.0,37.0,0.0,819.0,45.0,10.0,76.0,0.0,141.0,0.0,0.0,85.0,0.0,0.0,153.0,0.0,4.0,3.0,0.0,0.0,0.0,12.0,8.0,3.0,0.0,5.0,0.0,34.0,111.0,41.0,0.0,25.0,1.0,0.0,0.0,0.0,10.0,0.0,61.0,23.0,4.0,19.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2021-01-09,259530.0,36867.0,51393.0,60098.0,20177.0,23012.0,9537.0,22824.0,19976.0,0.0,5924.0,11057.0,15795.0,10046.0,10744.0,16105.0,5143.0,21606.0,7380.0,1945.0,2451.0,13115.0,7274.0,0.0,245.0,1991.0,907.0,1.0,4403.0,4361.0,7854.0,692.0,9478.0,0.0,8077.0,799.0,8003.0,0.0,0.0,2278.0,2899.0,2716.0,913.0,796.0,1416.0,365.0,2058.0,1745.0,4843.0,362.0,2998.0,394.0,5414.0,13.0,1401.0,2611.0,1767.0,665.0,1644.0,1063.0,633.0,535.0,0.0,110.0,1201.0,1764.0,566.0,3735.0,1889.0,1032.0,627.0,505.0,220.0,2106.0,635.0,443.0,427.0,0.0,21.0,989.0,1386.0,424.0,379.0,0.0,230.0,459.0,324.0,287.0,29.0,1170.0,1241.0,206.0,552.0,1585.0,556.0,0.0,256.0,839.0,655.0,879.0,45.0,466.0,147.0,403.0,0.0,68.0,468.0,258.0,311.0,319.0,4.0,93.0,128.0,0.0,0.0,0.0,44.0,25.0,25.0,90.0,190.0,381.0,328.0,228.0,205.0,245.0,0.0,94.0,0.0,95.0,0.0,79.0,77.0,0.0,72.0,0.0,13.0,64.0,38.0,0.0,38.0,28.0,0.0,33.0,30.0,0.0,38.0,0.0,97.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,31.0,43.0,1.0,0.0,0.0,3.0,0.0,45.0,0.0,72.0,100.0,21.0,0.0,0.0,0.0,0.0,13.0,76.0,91.0,12.0,2.0,12.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-01-10,213373.0,16311.0,29027.0,55026.0,15944.0,22540.0,9138.0,948.0,18625.0,0.0,5968.0,7808.0,15537.0,9640.0,9133.0,10003.0,5322.0,17421.0,6655.0,1893.0,2433.0,8449.0,6729.0,0.0,249.0,1569.0,607.0,1.0,3082.0,4181.0,6108.0,1071.0,7502.0,0.0,5885.0,445.0,4860.0,0.0,3564.0,1651.0,1877.0,1778.0,773.0,1250.0,895.0,388.0,1143.0,1246.0,6886.0,259.0,2876.0,105.0,3743.0,19.0,646.0,1762.0,1833.0,450.0,1098.0,116.0,601.0,540.0,0.0,117.0,721.0,1503.0,555.0,2424.0,763.0,707.0,699.0,438.0,524.0,1459.0,1212.0,555.0,414.0,743.0,13.0,993.0,1002.0,298.0,337.0,538.0,87.0,254.0,198.0,241.0,42.0,616.0,1161.0,193.0,427.0,1024.0,344.0,0.0,231.0,978.0,562.0,578.0,42.0,337.0,135.0,432.0,512.0,89.0,536.0,188.0,0.0,331.0,0.0,169.0,134.0,0.0,0.0,0.0,93.0,44.0,21.0,37.0,277.0,269.0,245.0,268.0,255.0,184.0,0.0,60.0,234.0,90.0,1215.0,76.0,83.0,0.0,33.0,0.0,10.0,37.0,0.0,101.0,25.0,70.0,0.0,734.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,216.0,0.0,1.0,0.0,60.0,0.0,3.0,0.0,5.0,0.0,4.0,16.0,0.0,22.0,0.0,58.0,0.0,31.0,0.0,0.0,0.0,23.0,8.0,24.0,27.0,4.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-01-11,210834.0,12584.0,30747.0,46275.0,3816.0,23018.0,10220.0,11706.0,12530.0,61422.0,6208.0,8704.0,15003.0,8692.0,4863.0,7594.0,4585.0,15046.0,5468.0,2046.0,2232.0,4289.0,8249.0,9004.0,287.0,960.0,801.0,1.0,1987.0,3969.0,4906.0,849.0,5604.0,6523.0,9754.0,441.0,1785.0,0.0,2093.0,1536.0,2408.0,1419.0,717.0,1461.0,456.0,431.0,551.0,1239.0,4926.0,488.0,2404.0,620.0,3095.0,20.0,230.0,3074.0,1792.0,537.0,1392.0,0.0,176.0,569.0,2447.0,140.0,436.0,774.0,582.0,2157.0,432.0,802.0,771.0,373.0,300.0,1179.0,715.0,429.0,527.0,633.0,14.0,961.0,756.0,271.0,157.0,172.0,63.0,0.0,200.0,321.0,22.0,331.0,868.0,203.0,289.0,1244.0,103.0,718.0,225.0,820.0,376.0,395.0,39.0,339.0,107.0,388.0,206.0,49.0,343.0,66.0,458.0,319.0,1.0,154.0,96.0,0.0,283.0,0.0,89.0,50.0,8.0,61.0,60.0,452.0,288.0,144.0,276.0,133.0,0.0,56.0,0.0,98.0,125.0,41.0,99.0,46.0,14.0,8.0,8.0,29.0,38.0,33.0,21.0,6.0,0.0,0.0,23.0,35.0,31.0,59.0,0.0,0.0,6.0,64.0,0.0,0.0,197.0,0.0,1.0,6.0,13.0,0.0,0.0,24.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,47.0,10.0,12.0,3.0,5.0,0.0,0.0,9.0,0.0,52.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021-01-12,218900.0,15968.0,64424.0,45648.0,19757.0,22657.0,9809.0,27210.0,14242.0,25438.0,6408.0,13783.0,14179.0,10047.0,5394.0,14395.0,5393.0,13105.0,4977.0,1522.0,3309.0,9345.0,6391.0,2166.0,157.0,2099.0,810.0,5.0,3697.0,3243.0,4597.0,718.0,7259.0,2851.0,8990.0,841.0,5704.0,17395.0,2142.0,1575.0,2123.0,696.0,890.0,1176.0,801.0,487.0,1857.0,1076.0,3052.0,430.0,3243.0,750.0,4557.0,16.0,759.0,2586.0,1731.0,561.0,1473.0,1739.0,519.0,588.0,1032.0,147.0,1061.0,1012.0,551.0,3740.0,1874.0,1055.0,797.0,316.0,376.0,1506.0,945.0,712.0,494.0,652.0,13.0,970.0,1104.0,476.0,355.0,164.0,98.0,567.0,221.0,316.0,17.0,878.0,1161.0,211.0,333.0,1270.0,520.0,0.0,272.0,942.0,656.0,662.0,52.0,288.0,207.0,519.0,279.0,46.0,269.0,140.0,191.0,315.0,6.0,166.0,175.0,0.0,154.0,488.0,123.0,59.0,13.0,89.0,211.0,0.0,152.0,292.0,208.0,240.0,0.0,114.0,0.0,96.0,149.0,73.0,96.0,0.0,65.0,4.0,14.0,34.0,45.0,0.0,67.0,84.0,0.0,0.0,52.0,0.0,0.0,0.0,96.0,0.0,1.0,23.0,33.0,0.0,184.0,55.0,1.0,4.0,8.0,1.0,6.0,28.0,2.0,0.0,0.0,19.0,2.0,0.0,40.0,45.0,6.0,18.0,0.0,0.0,0.0,0.0,16.0,35.0,79.0,22.0,0.0,24.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2021-01-13,229840.0,16946.0,59827.0,47662.0,23932.0,22544.0,9554.0,25566.0,15773.0,38869.0,6317.0,12725.0,15898.0,11278.0,9126.0,15873.0,6715.0,18555.0,6197.0,1442.0,2985.0,10801.0,7082.0,2881.0,0.0,2927.0,867.0,1.0,4424.0,3390.0,5917.0,890.0,10556.0,3001.0,9997.0,668.0,6605.0,5337.0,2267.0,1917.0,3097.0,1358.0,925.0,1122.0,1266.0,550.0,1618.0,1359.0,3553.0,445.0,3362.0,535.0,4988.0,10.0,1135.0,3632.0,1972.0,516.0,2057.0,1004.0,474.0,692.0,1063.0,175.0,1748.0,1764.0,523.0,3315.0,2092.0,1002.0,801.0,512.0,463.0,1595.0,629.0,667.0,539.0,640.0,10.0,996.0,1204.0,808.0,485.0,142.0,123.0,468.0,324.0,275.0,38.0,1255.0,1343.0,201.0,853.0,1398.0,473.0,0.0,219.0,1017.0,707.0,730.0,53.0,259.0,0.0,502.0,299.0,106.0,312.0,137.0,560.0,320.0,13.0,172.0,180.0,0.0,191.0,0.0,92.0,59.0,19.0,82.0,296.0,373.0,198.0,183.0,205.0,189.0,0.0,69.0,0.0,102.0,59.0,86.0,87.0,79.0,43.0,10.0,23.0,53.0,26.0,43.0,64.0,39.0,0.0,304.0,0.0,7.0,114.0,50.0,136.0,0.0,1.0,51.0,0.0,2.0,83.0,0.0,1.0,4.0,0.0,0.0,0.0,12.0,12.0,20.0,0.0,9.0,2.0,56.0,0.0,29.0,3.0,23.0,0.0,0.0,76.0,0.0,9.0,0.0,41.0,36.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2021-01-14,238040.0,15590.0,68329.0,48804.0,21335.0,24303.0,8962.0,21343.0,17243.0,35878.0,6471.0,13286.0,17121.0,11557.0,9457.0,16468.0,8385.0,18503.0,6566.0,1905.0,3337.0,10922.0,7262.0,0.0,459.0,2637.0,770.0,10.0,3525.0,4187.0,6656.0,813.0,10698.0,2474.0,9754.0,595.0,5553.0,6580.0,1881.0,3510.0,2417.0,1926.0,911.0,1075.0,1279.0,505.0,1357.0,1.0,3913.0,403.0,3382.0,535.0,5196.0,9.0,980.0,2327.0,1967.0,513.0,2198.0,951.0,380.0,670.0,1086.0,169.0,1687.0,1445.0,605.0,2877.0,1793.0,1048.0,736.0,604.0,467.0,1104.0,1514.0,454.0,560.0,764.0,12.0,1022.0,954.0,741.0,448.0,178.0,138.0,343.0,258.0,342.0,45.0,950.0,1700.0,209.0,630.0,1479.0,396.0,597.0,267.0,1112.0,660.0,543.0,61.0,227.0,136.0,476.0,279.0,85.0,387.0,0.0,0.0,298.0,15.0,194.0,173.0,0.0,114.0,0.0,63.0,48.0,15.0,188.0,476.0,591.0,295.0,209.0,203.0,121.0,0.0,53.0,0.0,100.0,142.0,72.0,99.0,0.0,49.0,1.0,13.0,37.0,0.0,41.0,56.0,29.0,0.0,115.0,33.0,0.0,29.0,0.0,50.0,18.0,0.0,21.0,0.0,0.0,263.0,0.0,1.0,0.0,0.0,0.0,18.0,41.0,9.0,0.0,0.0,8.0,1.0,17.0,209.0,60.0,234.0,46.0,0.0,0.0,1.0,0.0,4.0,56.0,64.0,17.0,8.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2021-01-15,247026.0,15158.0,69097.0,55885.0,21317.0,24294.0,8314.0,8593.0,16144.0,40197.0,6485.0,12332.0,21078.0,12818.0,7958.0,21366.0,8620.0,14880.0,6082.0,2041.0,3211.0,8083.0,6844.0,15792.0,230.0,2203.0,805.0,5.0,3353.0,4468.0,7173.0,762.0,10663.0,2396.0,5235.0,577.0,5022.0,4703.0,1751.0,1528.0,2432.0,1513.0,1043.0,808.0,1291.0,547.0,1177.0,2162.0,3491.0,270.0,3407.0,552.0,6154.0,20.0,715.0,4170.0,1941.0,579.0,2573.0,623.0,349.0,695.0,945.0,173.0,864.0,1224.0,513.0,2307.0,1544.0,1149.0,637.0,441.0,404.0,1482.0,957.0,466.0,530.0,583.0,21.0,879.0,449.0,576.0,396.0,0.0,166.0,0.0,318.0,208.0,30.0,1084.0,1478.0,196.0,475.0,1867.0,403.0,0.0,254.0,741.0,641.0,735.0,127.0,241.0,263.0,414.0,296.0,56.0,319.0,0.0,0.0,310.0,10.0,257.0,168.0,0.0,144.0,0.0,77.0,50.0,23.0,66.0,77.0,1232.0,218.0,278.0,205.0,193.0,0.0,109.0,0.0,90.0,128.0,112.0,70.0,80.0,60.0,0.0,8.0,73.0,14.0,47.0,55.0,0.0,0.0,15.0,16.0,10.0,154.0,0.0,78.0,0.0,0.0,41.0,549.0,0.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,3.0,0.0,0.0,4.0,1.0,15.0,72.0,47.0,66.0,26.0,0.0,7.0,0.0,0.0,1.0,110.0,34.0,24.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2021-01-16,208632.0,15144.0,58445.0,41428.0,21409.0,23670.0,7550.0,14817.0,16310.0,0.0,6100.0,8932.0,20855.0,14224.0,7292.0,20523.0,8151.0,13973.0,5324.0,2045.0,4029.0,9301.0,6060.0,0.0,374.0,2120.0,596.0,1.0,3218.0,4313.0,7042.0,578.0,10947.0,0.0,8450.0,510.0,4221.0,0.0,1393.0,1723.0,2521.0,1438.0,1072.0,706.0,1240.0,405.0,1236.0,880.0,3232.0,240.0,3432.0,233.0,5872.0,19.0,763.0,2166.0,1933.0,520.0,2091.0,1038.0,402.0,719.0,0.0,140.0,3942.0,1234.0,491.0,2677.0,1540.0,859.0,427.0,450.0,446.0,2370.0,723.0,243.0,435.0,0.0,5.0,887.0,1095.0,377.0,263.0,0.0,223.0,0.0,190.0,248.0,24.0,1031.0,1796.0,204.0,595.0,1598.0,360.0,0.0,230.0,772.0,581.0,858.0,64.0,244.0,123.0,406.0,0.0,107.0,309.0,0.0,0.0,317.0,3.0,277.0,159.0,0.0,0.0,674.0,104.0,51.0,27.0,86.0,137.0,562.0,342.0,0.0,204.0,175.0,2.0,60.0,0.0,92.0,82.0,125.0,36.0,0.0,46.0,0.0,0.0,0.0,33.0,35.0,52.0,59.0,0.0,0.0,0.0,11.0,66.0,0.0,92.0,0.0,0.0,23.0,0.0,1.0,118.0,0.0,0.0,8.0,0.0,0.0,10.0,35.0,0.0,40.0,0.0,0.0,1.0,29.0,0.0,27.0,108.0,11.0,1.0,0.0,5.0,0.0,4.0,0.0,48.0,25.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2021-01-17,176592.0,13788.0,31416.0,38670.0,16642.0,23178.0,6436.0,11484.0,12544.0,0.0,6016.0,7264.0,17379.0,11287.0,5970.0,11170.0,6398.0,12267.0,5643.0,1886.0,3339.0,5253.0,6052.0,4544.0,369.0,1630.0,645.0,0.0,2156.0,4339.0,5760.0,569.0,10385.0,0.0,8190.0,237.0,1701.0,0.0,1317.0,1267.0,1920.0,1241.0,1020.0,957.0,806.0,650.0,780.0,889.0,2946.0,266.0,3453.0,77.0,3654.0,13.0,379.0,2859.0,1924.0,389.0,1503.0,290.0,322.0,749.0,0.0,176.0,674.0,842.0,449.0,1750.0,569.0,512.0,462.0,497.0,423.0,1779.0,709.0,206.0,378.0,1071.0,9.0,890.0,604.0,214.0,351.0,526.0,80.0,0.0,236.0,339.0,30.0,567.0,1531.0,188.0,388.0,1444.0,189.0,0.0,222.0,322.0,474.0,689.0,0.0,202.0,69.0,357.0,716.0,46.0,165.0,0.0,733.0,323.0,0.0,182.0,164.0,0.0,0.0,0.0,65.0,87.0,23.0,110.0,215.0,685.0,290.0,385.0,208.0,141.0,0.0,58.0,300.0,94.0,54.0,92.0,40.0,0.0,57.0,0.0,0.0,51.0,16.0,51.0,30.0,0.0,0.0,0.0,63.0,0.0,146.0,0.0,45.0,0.0,0.0,16.0,0.0,0.0,188.0,0.0,3.0,4.0,23.0,0.0,6.0,0.0,2.0,0.0,0.0,13.0,0.0,11.0,0.0,24.0,15.0,36.0,0.0,0.0,5.0,31.0,6.0,28.0,40.0,11.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
