,Date,US,India,France,Germany,Brazil,"Korea, South",United Kingdom,Italy,Japan,Russia,Turkey,Spain,Vietnam,Australia,Argentina,Netherlands,Taiwan*,Iran,Mexico,Indonesia,Poland,Colombia,Ukraine,Portugal,Austria,Greece,Malaysia,Chile,Israel,Thailand,Belgium,Canada,Switzerland,Peru,Czechia,South Africa,Philippines,Denmark,China,Romania,Slovakia,Sweden,Iraq,Serbia,Hungary,Singapore,Bangladesh,New Zealand,Georgia,Jordan,Ireland,Pakistan,Kazakhstan,Norway,Finland,Bulgaria,Lithuania,Morocco,Croatia,Slovenia,Lebanon,Guatemala,Tunisia,Costa Rica,Cuba,Bolivia,United Arab Emirates,Ecuador,Nepal,Panama,Belarus,Uruguay,Mongolia,Latvia,Saudi Arabia,Azerbaijan,Paraguay,West Bank and Gaza,Bahrain,Sri Lanka,Kuwait,Dominican Republic,Burma,Cyprus,Estonia,Moldova,Venezuela,Egypt,Libya,Ethiopia,Qatar,Honduras,Armenia,Bosnia and Herzegovina,Oman,North Macedonia,Kenya,Zambia,Albania,Botswana,Luxembourg,Montenegro,Kosovo,Algeria,Mauritius,Nigeria,Zimbabwe,Brunei,Uzbekistan,Mozambique,Laos,Iceland,Kyrgyzstan,Afghanistan,El Salvador,Maldives,Trinidad and Tobago,Ghana,Namibia,Uganda,Jamaica,Cambodia,Rwanda,Cameroon,Malta,Barbados,Angola,Congo (Kinshasa),Senegal,Malawi,Cote d'Ivoire,Suriname,Eswatini,Guyana,Belize,Fiji,Madagascar,Sudan,Mauritania,Cabo Verde,Bhutan,Syria,Burundi,Seychelles,Gabon,Andorra,Papua New Guinea,Tanzania,Togo,Guinea,Bahamas,Lesotho,Haiti,Mali,Saint Lucia,Benin,Somalia,Congo (Brazzaville),Solomon Islands,Timor-Leste,Micronesia,San Marino,Burkina Faso,Liechtenstein,Grenada,South Sudan,Tajikistan,Equatorial Guinea,Tonga,Samoa,Dominica,Djibouti,Marshall Islands,Central African Republic,Monaco,Nicaragua,Gambia,Vanuatu,Yemen,Eritrea,Saint Vincent and the Grenadines,Niger,Antigua and Barbuda,Comoros,Guinea-Bissau,Liberia,Sierra Leone,Chad,Saint Kitts and Nevis,Sao Tome and Principe,Palau,Nauru,Kiribati,Tuvalu,Summer Olympics 2020,Diamond Princess,Winter Olympics 2022,Holy See,Antarctica,MS Zaandam,"Korea, North"
813,2020-07-26,539.0,711.0,0.0,0.0,581.0,1.0,32.0,5.0,0.0,77.0,17.0,0.0,0.0,6.0,46.0,19.0,0.0,216.0,306.0,67.0,7.0,256.0,15.0,1.0,0.0,1.0,1.0,92.0,11.0,0.0,0.0,4.0,1.0,614.0,2.0,114.0,35.0,0.0,0.0,22.0,0.0,0.0,78.0,16.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,3.0,0.0,4.0,35.0,0.0,6.0,0.0,48.0,1.0,8.0,0.0,19.0,4.0,0.0,0.0,0.0,30.0,9.0,1.0,1.0,3.0,0.0,4.0,8.0,0.0,0.0,0.0,3.0,4.0,48.0,2.0,14.0,1.0,18.0,5.0,0.0,13.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,8.0,9.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,28.0,13.0,10.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,2.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,2020-07-27,1111.0,637.0,18.0,0.0,685.0,1.0,18.0,5.0,1.0,85.0,17.0,2.0,0.0,6.0,120.0,-18.0,0.0,212.0,342.0,57.0,5.0,252.0,11.0,2.0,2.0,0.0,0.0,75.0,7.0,0.0,1.0,13.0,1.0,623.0,2.0,298.0,13.0,0.0,4.0,19.0,0.0,0.0,96.0,9.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,7.0,0.0,3.0,3.0,0.0,0.0,27.0,0.0,11.0,0.0,64.0,1.0,17.0,3.0,28.0,4.0,1.0,0.0,0.0,27.0,6.0,2.0,2.0,1.0,0.0,5.0,20.0,0.0,0.0,0.0,13.0,4.0,46.0,4.0,5.0,0.0,50.0,6.0,14.0,9.0,6.0,5.0,1.0,6.0,1.0,0.0,2.0,8.0,8.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,24.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,2020-07-28,1212.0,785.0,13.0,4.0,1258.0,0.0,26.0,11.0,3.0,149.0,15.0,2.0,0.0,9.0,120.0,4.0,0.0,235.0,854.0,63.0,6.0,297.0,14.0,3.0,0.0,1.0,0.0,53.0,8.0,0.0,11.0,9.0,1.0,650.0,1.0,190.0,2.0,0.0,0.0,33.0,0.0,5.0,77.0,8.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,23.0,208.0,0.0,0.0,8.0,0.0,11.0,1.0,1.0,3.0,21.0,0.0,10.0,0.0,73.0,2.0,52.0,1.0,27.0,5.0,0.0,0.0,0.0,29.0,7.0,2.0,1.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,5.0,5.0,39.0,3.0,11.0,2.0,48.0,8.0,3.0,9.0,5.0,14.0,2.0,4.0,0.0,1.0,0.0,7.0,11.0,0.0,8.0,4.0,0.0,3.0,0.0,0.0,0.0,28.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,2020-07-29,1434.0,762.0,14.0,6.0,1199.0,0.0,28.0,6.0,4.0,167.0,14.0,5.0,0.0,13.0,109.0,2.0,0.0,196.0,485.0,74.0,12.0,380.0,23.0,3.0,3.0,0.0,1.0,38.0,15.0,0.0,3.0,5.0,0.0,612.0,0.0,240.0,15.0,1.0,2.0,30.0,0.0,28.0,68.0,7.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,1.0,13.0,0.0,7.0,1.0,0.0,1.0,53.0,0.0,8.0,0.0,88.0,0.0,39.0,0.0,25.0,5.0,0.0,0.0,0.0,27.0,8.0,1.0,1.0,3.0,0.0,2.0,22.0,0.0,0.0,0.0,6.0,5.0,37.0,9.0,14.0,2.0,45.0,4.0,19.0,10.0,5.0,12.0,4.0,2.0,0.0,1.0,2.0,4.0,12.0,0.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,18.0,1.0,13.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,2020-07-30,1296.0,763.0,16.0,6.0,1202.0,1.0,17.0,3.0,1.0,128.0,15.0,2.0,0.0,7.0,153.0,0.0,0.0,226.0,639.0,83.0,15.0,356.0,24.0,2.0,0.0,0.0,0.0,99.0,15.0,0.0,4.0,13.0,0.0,588.0,5.0,315.0,21.0,1.0,0.0,35.0,0.0,9.0,68.0,7.0,0.0,0.0,48.0,0.0,0.0,0.0,-1.0,32.0,0.0,0.0,1.0,6.0,0.0,12.0,3.0,0.0,2.0,32.0,0.0,7.0,0.0,86.0,2.0,34.0,3.0,23.0,5.0,0.0,0.0,0.0,26.0,3.0,1.0,1.0,2.0,0.0,1.0,23.0,0.0,0.0,0.0,12.0,2.0,46.0,-3.0,10.0,2.0,53.0,5.0,12.0,9.0,4.0,14.0,3.0,4.0,0.0,0.0,0.0,16.0,14.0,0.0,5.0,12.0,0.0,5.0,0.0,0.0,0.0,17.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,2020-07-31,1168.0,793.0,11.0,7.0,1267.0,0.0,31.0,9.0,6.0,161.0,17.0,2.0,3.0,5.0,102.0,0.0,0.0,197.0,688.0,73.0,7.0,295.0,20.0,8.0,1.0,3.0,0.0,80.0,14.0,0.0,1.0,6.0,2.0,600.0,3.0,193.0,40.0,0.0,3.0,39.0,1.0,4.0,70.0,8.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,9.0,0.0,7.0,1.0,2.0,4.0,57.0,0.0,10.0,0.0,83.0,2.0,45.0,4.0,24.0,6.0,0.0,0.0,1.0,24.0,7.0,2.0,1.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,7.0,6.0,31.0,1.0,11.0,3.0,25.0,10.0,11.0,0.0,6.0,16.0,2.0,3.0,0.0,0.0,1.0,15.0,10.0,0.0,1.0,14.0,0.0,5.0,0.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,2020-08-01,1116.0,853.0,0.0,7.0,941.0,0.0,20.0,5.0,0.0,95.0,19.0,0.0,0.0,7.0,53.0,1.0,0.0,216.0,784.0,62.0,5.0,225.0,16.0,2.0,4.0,0.0,0.0,76.0,14.0,0.0,4.0,4.0,1.0,632.0,1.0,148.0,16.0,0.0,4.0,36.0,0.0,0.0,64.0,9.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,35.0,1.0,4.0,0.0,87.0,0.0,34.0,0.0,28.0,4.0,0.0,0.0,0.0,21.0,6.0,3.0,1.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,10.0,5.0,29.0,6.0,10.0,0.0,31.0,11.0,0.0,0.0,7.0,23.0,14.0,4.0,0.0,2.0,2.0,9.0,13.0,0.0,4.0,2.0,0.0,6.0,1.0,0.0,0.0,19.0,12.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,2020-08-02,465.0,771.0,0.0,-7.0,524.0,0.0,17.0,8.0,0.0,70.0,18.0,0.0,3.0,13.0,52.0,2.0,0.0,208.0,274.0,43.0,10.0,320.0,16.0,1.0,4.0,2.0,0.0,75.0,11.0,0.0,0.0,3.0,0.0,671.0,1.0,213.0,20.0,0.0,3.0,34.0,0.0,0.0,63.0,8.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,25.0,286.0,0.0,0.0,3.0,0.0,15.0,4.0,1.0,1.0,36.0,0.0,8.0,0.0,89.0,0.0,0.0,1.0,22.0,4.0,1.0,0.0,0.0,30.0,8.0,0.0,1.0,0.0,0.0,4.0,8.0,0.0,0.0,-6.0,3.0,5.0,31.0,3.0,26.0,3.0,9.0,5.0,13.0,0.0,4.0,5.0,5.0,5.0,0.0,1.0,1.0,13.0,8.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,12.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,2020-08-03,565.0,803.0,30.0,7.0,602.0,0.0,23.0,12.0,5.0,79.0,19.0,27.0,1.0,11.0,165.0,0.0,0.0,215.0,266.0,66.0,1.0,367.0,13.0,0.0,3.0,1.0,0.0,99.0,15.0,0.0,5.0,0.0,0.0,575.0,2.0,173.0,45.0,1.0,3.0,19.0,0.0,0.0,66.0,8.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,16.0,0.0,19.0,4.0,2.0,3.0,18.0,0.0,9.0,0.0,75.0,0.0,31.0,0.0,26.0,4.0,0.0,0.0,0.0,32.0,6.0,3.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,9.0,6.0,23.0,10.0,26.0,0.0,7.0,8.0,10.0,0.0,3.0,13.0,1.0,6.0,0.0,1.0,1.0,7.0,8.0,0.0,8.0,10.0,0.0,6.0,1.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,2020-08-04,1251.0,857.0,2.0,8.0,1358.0,1.0,27.0,5.0,5.0,144.0,18.0,26.0,1.0,15.0,166.0,1.0,0.0,212.0,857.0,86.0,6.0,298.0,26.0,1.0,2.0,0.0,0.0,38.0,11.0,0.0,2.0,9.0,1.0,658.0,-3.0,345.0,11.0,0.0,4.0,48.0,0.0,4.0,83.0,7.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,16.0,1.0,1.0,0.0,24.0,0.0,10.0,1.0,92.0,0.0,41.0,1.0,25.0,3.0,1.0,0.0,0.0,35.0,5.0,4.0,2.0,1.0,0.0,4.0,30.0,0.0,0.0,0.0,10.0,7.0,24.0,3.0,7.0,0.0,16.0,6.0,11.0,0.0,5.0,6.0,2.0,4.0,0.0,0.0,1.0,13.0,9.0,0.0,14.0,1.0,0.0,8.0,1.0,0.0,0.0,7.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,5.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,2020-08-05,1422.0,904.0,11.0,12.0,1366.0,0.0,13.0,10.0,7.0,138.0,19.0,1.0,1.0,8.0,127.0,3.0,0.0,185.0,829.0,64.0,18.0,309.0,25.0,1.0,2.0,1.0,0.0,47.0,10.0,0.0,7.0,5.0,1.0,657.0,5.0,414.0,8.0,0.0,2.0,41.0,0.0,13.0,77.0,9.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,9.0,1.0,18.0,0.0,1.0,3.0,35.0,0.0,10.0,0.0,65.0,2.0,39.0,2.0,31.0,3.0,0.0,0.0,0.0,36.0,3.0,2.0,3.0,3.0,0.0,3.0,9.0,0.0,0.0,0.0,13.0,8.0,18.0,3.0,13.0,1.0,23.0,2.0,6.0,67.0,6.0,3.0,3.0,6.0,0.0,0.0,4.0,15.0,13.0,0.0,17.0,0.0,0.0,6.0,0.0,0.0,0.0,11.0,6.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,2020-08-06,1188.0,886.0,4.0,7.0,1226.0,1.0,21.0,6.0,6.0,114.0,14.0,1.0,1.0,11.0,145.0,0.0,0.0,174.0,819.0,69.0,18.0,315.0,33.0,3.0,0.0,0.0,0.0,97.0,9.0,0.0,2.0,7.0,1.0,601.0,2.0,306.0,27.0,1.0,1.0,45.0,0.0,6.0,67.0,7.0,1.0,0.0,39.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,11.0,0.0,14.0,1.0,1.0,2.0,47.0,0.0,9.0,0.0,80.0,1.0,30.0,5.0,21.0,3.0,0.0,0.0,0.0,35.0,3.0,5.0,3.0,2.0,0.0,1.0,24.0,0.0,0.0,0.0,5.0,7.0,21.0,8.0,9.0,0.0,23.0,2.0,5.0,4.0,6.0,8.0,23.0,6.0,0.0,1.0,3.0,16.0,12.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,9.0,4.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,2020-08-07,1292.0,933.0,13.0,8.0,1085.0,1.0,24.0,3.0,7.0,119.0,15.0,3.0,0.0,12.0,160.0,1.0,0.0,156.0,794.0,72.0,13.0,311.0,33.0,3.0,1.0,0.0,0.0,69.0,12.0,0.0,5.0,5.0,1.0,628.0,-1.0,305.0,18.0,0.0,2.0,50.0,2.0,-3.0,75.0,5.0,2.0,0.0,27.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,0.0,0.0,49.0,0.0,18.0,0.0,59.0,2.0,20.0,5.0,17.0,3.0,0.0,0.0,0.0,38.0,4.0,3.0,2.0,3.0,0.0,2.0,13.0,0.0,0.0,0.0,7.0,6.0,20.0,1.0,15.0,2.0,19.0,5.0,10.0,10.0,2.0,14.0,1.0,1.0,0.0,0.0,1.0,3.0,9.0,0.0,6.0,18.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,2020-08-08,1089.0,861.0,1.0,12.0,827.0,1.0,22.0,13.0,1.0,129.0,16.0,0.0,0.0,17.0,112.0,4.0,0.0,132.0,695.0,65.0,13.0,290.0,27.0,4.0,2.0,1.0,0.0,53.0,13.0,0.0,4.0,3.0,1.0,662.0,0.0,301.0,41.0,0.0,1.0,43.0,0.0,0.0,74.0,6.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,19.0,2.0,1.0,8.0,29.0,0.0,10.0,0.0,63.0,0.0,19.0,3.0,18.0,2.0,0.0,0.0,0.0,37.0,5.0,3.0,2.0,2.0,0.0,3.0,30.0,0.0,0.0,0.0,6.0,7.0,21.0,5.0,10.0,2.0,11.0,8.0,0.0,7.0,4.0,5.0,3.0,4.0,0.0,1.0,1.0,13.0,11.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,8.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,2020-08-09,577.0,1007.0,0.0,1.0,569.0,0.0,19.0,2.0,5.0,76.0,15.0,0.0,3.0,18.0,83.0,0.0,0.0,163.0,292.0,65.0,7.0,302.0,19.0,6.0,4.0,1.0,0.0,66.0,7.0,0.0,2.0,4.0,0.0,652.0,1.0,198.0,61.0,0.0,4.0,41.0,0.0,0.0,82.0,9.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,14.0,324.0,0.0,0.0,2.0,0.0,18.0,0.0,1.0,0.0,14.0,0.0,7.0,0.0,53.0,1.0,6.0,2.0,30.0,2.0,0.0,0.0,0.0,37.0,2.0,3.0,1.0,1.0,0.0,4.0,20.0,0.0,0.0,0.0,4.0,8.0,17.0,6.0,17.0,2.0,19.0,6.0,0.0,4.0,4.0,2.0,32.0,6.0,0.0,0.0,2.0,12.0,9.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,9.0,5.0,13.0,0.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
