,Date,US,India,France,Germany,Brazil,"Korea, South",United Kingdom,Italy,Japan,Russia,Turkey,Spain,Vietnam,Australia,Argentina,Netherlands,Taiwan*,Iran,Mexico,Indonesia,Poland,Colombia,Ukraine,Portugal,Austria,Greece,Malaysia,Chile,Israel,Thailand,Belgium,Canada,Switzerland,Peru,Czechia,South Africa,Philippines,Denmark,China,Romania,Slovakia,Sweden,Iraq,Serbia,Hungary,Singapore,Bangladesh,New Zealand,Georgia,Jordan,Ireland,Pakistan,Kazakhstan,Norway,Finland,Bulgaria,Lithuania,Morocco,Croatia,Slovenia,Lebanon,Guatemala,Tunisia,Costa Rica,Cuba,Bolivia,United Arab Emirates,Ecuador,Nepal,Panama,Belarus,Uruguay,Mongolia,Latvia,Saudi Arabia,Azerbaijan,Paraguay,West Bank and Gaza,Bahrain,Sri Lanka,Kuwait,Dominican Republic,Burma,Cyprus,Estonia,Moldova,Venezuela,Egypt,Libya,Ethiopia,Qatar,Honduras,Armenia,Bosnia and Herzegovina,Oman,North Macedonia,Kenya,Zambia,Albania,Botswana,Luxembourg,Montenegro,Kosovo,Algeria,Mauritius,Nigeria,Zimbabwe,Brunei,Uzbekistan,Mozambique,Laos,Iceland,Kyrgyzstan,Afghanistan,El Salvador,Maldives,Trinidad and Tobago,Ghana,Namibia,Uganda,Jamaica,Cambodia,Rwanda,Cameroon,Malta,Barbados,Angola,Congo (Kinshasa),Senegal,Malawi,Cote d'Ivoire,Suriname,Eswatini,Guyana,Belize,Fiji,Madagascar,Sudan,Mauritania,Cabo Verde,Bhutan,Syria,Burundi,Seychelles,Gabon,Andorra,Papua New Guinea,Tanzania,Togo,Guinea,Bahamas,Lesotho,Haiti,Mali,Saint Lucia,Benin,Somalia,Congo (Brazzaville),Solomon Islands,Timor-Leste,Micronesia,San Marino,Burkina Faso,Liechtenstein,Grenada,South Sudan,Tajikistan,Equatorial Guinea,Tonga,Samoa,Dominica,Djibouti,Marshall Islands,Central African Republic,Monaco,Nicaragua,Gambia,Vanuatu,Yemen,Eritrea,Saint Vincent and the Grenadines,Niger,Antigua and Barbuda,Comoros,Guinea-Bissau,Liberia,Sierra Leone,Chad,Saint Kitts and Nevis,Sao Tome and Principe,Palau,Nauru,Kiribati,Tuvalu,Summer Olympics 2020,Diamond Princess,Winter Olympics 2022,Holy See,Antarctica,MS Zaandam,"Korea, North"
592,2021-05-14,631.0,3890.0,173.0,190.0,2187.0,3.0,15.0,182.0,81.0,387.0,242.0,58.0,0.0,0.0,599.0,11.0,0.0,202.0,258.0,107.0,290.0,490.0,293.0,0.0,26.0,56.0,34.0,127.0,1.0,30.0,19.0,44.0,5.0,650.0,32.0,112.0,137.0,0.0,0.0,105.0,33.0,8.0,27.0,35.0,71.0,0.0,26.0,0.0,18.0,0.0,4.0,83.0,0.0,0.0,2.0,49.0,13.0,1.0,41.0,6.0,0.0,13.0,34.0,33.0,7.0,64.0,3.0,72.0,203.0,4.0,10.0,51.0,2.0,8.0,12.0,12.0,55.0,0.0,17.0,31.0,7.0,5.0,0.0,1.0,5.0,11.0,14.0,56.0,0.0,13.0,2.0,45.0,10.0,23.0,0.0,16.0,8.0,0.0,1.0,10.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,9.0,5.0,5.0,9.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,2021-05-15,524.0,4077.0,112.0,177.0,2001.0,4.0,15.0,136.0,94.0,359.0,236.0,0.0,1.0,0.0,400.0,13.0,0.0,200.0,225.0,144.0,298.0,530.0,327.0,7.0,11.0,43.0,44.0,87.0,1.0,17.0,22.0,39.0,2.0,538.0,29.0,59.0,93.0,3.0,0.0,72.0,35.0,0.0,20.0,18.0,73.0,0.0,22.0,0.0,29.0,0.0,0.0,76.0,0.0,0.0,5.0,7.0,3.0,6.0,23.0,6.0,33.0,27.0,52.0,0.0,11.0,42.0,3.0,178.0,187.0,4.0,10.0,50.0,5.0,9.0,13.0,14.0,52.0,22.0,5.0,18.0,6.0,4.0,0.0,4.0,3.0,10.0,0.0,63.0,0.0,12.0,2.0,56.0,13.0,0.0,0.0,13.0,25.0,0.0,2.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,2.0,11.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,2021-05-16,269.0,4106.0,81.0,71.0,1061.0,3.0,14.0,93.0,47.0,386.0,223.0,0.0,1.0,0.0,269.0,14.0,0.0,303.0,53.0,126.0,55.0,520.0,138.0,1.0,12.0,50.0,36.0,98.0,1.0,24.0,23.0,40.0,8.0,564.0,15.0,27.0,140.0,0.0,0.0,38.0,21.0,0.0,24.0,17.0,61.0,0.0,25.0,0.0,16.0,56.0,0.0,74.0,173.0,0.0,6.0,9.0,16.0,0.0,21.0,4.0,18.0,15.0,70.0,0.0,8.0,66.0,2.0,7.0,145.0,0.0,10.0,40.0,3.0,9.0,15.0,11.0,62.0,5.0,9.0,21.0,6.0,13.0,0.0,0.0,2.0,11.0,30.0,58.0,3.0,20.0,4.0,6.0,9.0,0.0,45.0,14.0,2.0,0.0,3.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,9.0,5.0,3.0,9.0,0.0,13.0,0.0,17.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,4.0,1.0,3.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,2021-05-17,402.0,4329.0,196.0,64.0,1085.0,1.0,13.0,140.0,122.0,336.0,223.0,93.0,0.0,0.0,505.0,8.0,0.0,286.0,56.0,212.0,11.0,509.0,113.0,2.0,15.0,56.0,45.0,102.0,7.0,25.0,14.0,34.0,3.0,555.0,12.0,50.0,71.0,1.0,0.0,48.0,14.0,0.0,41.0,15.0,38.0,0.0,32.0,0.0,27.0,17.0,0.0,135.0,0.0,0.0,2.0,84.0,11.0,6.0,30.0,3.0,11.0,6.0,50.0,78.0,10.0,49.0,2.0,87.0,214.0,1.0,10.0,62.0,7.0,3.0,12.0,13.0,96.0,9.0,6.0,19.0,3.0,7.0,1.0,0.0,1.0,7.0,15.0,61.0,4.0,12.0,2.0,10.0,10.0,70.0,13.0,19.0,10.0,1.0,3.0,13.0,2.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,3.0,4.0,4.0,9.0,0.0,5.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,2021-05-18,781.0,4529.0,228.0,221.0,2451.0,8.0,11.0,201.0,216.0,356.0,203.0,70.0,0.0,0.0,744.0,17.0,2.0,310.0,253.0,172.0,245.0,482.0,293.0,2.0,12.0,63.0,47.0,31.0,3.0,35.0,26.0,36.0,4.0,193.0,20.0,80.0,110.0,0.0,0.0,91.0,10.0,26.0,34.0,14.0,64.0,0.0,30.0,0.0,30.0,19.0,0.0,104.0,0.0,0.0,0.0,36.0,11.0,1.0,27.0,6.0,10.0,20.0,72.0,48.0,12.0,0.0,4.0,91.0,196.0,3.0,10.0,57.0,3.0,11.0,14.0,10.0,110.0,0.0,13.0,34.0,5.0,8.0,0.0,1.0,6.0,9.0,17.0,53.0,5.0,13.0,4.0,49.0,13.0,19.0,13.0,2.0,8.0,2.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,6.0,4.0,4.0,23.0,0.0,10.0,2.0,15.0,2.0,1.0,37.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,2021-05-19,654.0,3874.0,141.0,284.0,2500.0,4.0,4.0,149.0,97.0,384.0,233.0,66.0,0.0,0.0,494.0,16.0,0.0,233.0,104.0,192.0,330.0,452.0,233.0,2.0,12.0,53.0,46.0,32.0,3.0,29.0,19.0,48.0,6.0,772.0,15.0,167.0,135.0,2.0,0.0,54.0,14.0,48.0,40.0,15.0,52.0,0.0,37.0,0.0,20.0,0.0,0.0,131.0,0.0,7.0,3.0,37.0,13.0,1.0,27.0,5.0,10.0,15.0,61.0,23.0,8.0,69.0,2.0,102.0,246.0,5.0,11.0,60.0,1.0,18.0,13.0,12.0,112.0,11.0,8.0,36.0,2.0,0.0,3.0,1.0,3.0,10.0,18.0,57.0,0.0,17.0,2.0,32.0,11.0,16.0,9.0,17.0,14.0,0.0,2.0,0.0,0.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,11.0,4.0,7.0,14.0,0.0,6.0,1.0,14.0,3.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,2021-05-20,684.0,4209.0,133.0,237.0,2511.0,6.0,7.0,164.0,105.0,390.0,207.0,33.0,2.0,0.0,434.0,20.0,1.0,229.0,230.0,218.0,250.0,490.0,209.0,1.0,15.0,54.0,59.0,172.0,1.0,25.0,26.0,45.0,3.0,268.0,19.0,61.0,134.0,1.0,0.0,61.0,10.0,2.0,33.0,14.0,51.0,1.0,36.0,0.0,21.0,0.0,0.0,102.0,0.0,0.0,6.0,31.0,16.0,3.0,36.0,7.0,7.0,24.0,57.0,40.0,6.0,58.0,3.0,43.0,190.0,9.0,10.0,53.0,3.0,3.0,13.0,14.0,98.0,0.0,7.0,0.0,8.0,3.0,0.0,0.0,3.0,8.0,19.0,61.0,5.0,10.0,1.0,42.0,7.0,10.0,11.0,16.0,5.0,2.0,2.0,10.0,1.0,3.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,10.0,3.0,2.0,10.0,0.0,0.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,122.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,2021-05-21,602.0,4194.0,123.0,226.0,2126.0,4.0,18.0,218.0,112.0,371.0,214.0,19.0,2.0,0.0,692.0,12.0,0.0,200.0,176.0,186.0,191.0,486.0,209.0,3.0,3.0,56.0,50.0,121.0,1.0,32.0,15.0,51.0,8.0,443.0,23.0,151.0,122.0,0.0,0.0,49.0,8.0,15.0,35.0,13.0,47.0,0.0,26.0,0.0,29.0,0.0,0.0,88.0,0.0,0.0,0.0,27.0,11.0,6.0,28.0,3.0,6.0,25.0,52.0,29.0,9.0,87.0,2.0,85.0,177.0,7.0,10.0,69.0,5.0,8.0,10.0,11.0,103.0,4.0,14.0,82.0,8.0,3.0,0.0,2.0,4.0,6.0,18.0,52.0,3.0,12.0,2.0,40.0,7.0,12.0,0.0,15.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,6.0,10.0,4.0,6.0,7.0,0.0,20.0,0.0,2.0,1.0,0.0,50.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,2021-05-22,488.0,3741.0,89.0,170.0,1726.0,5.0,4.0,125.0,83.0,380.0,231.0,0.0,1.0,0.0,297.0,20.0,2.0,187.0,341.0,132.0,191.0,509.0,184.0,0.0,8.0,37.0,50.0,96.0,0.0,24.0,14.0,41.0,10.0,732.0,22.0,53.0,183.0,1.0,0.0,59.0,6.0,0.0,21.0,14.0,48.0,0.0,38.0,0.0,33.0,0.0,0.0,74.0,0.0,0.0,0.0,13.0,9.0,4.0,27.0,1.0,6.0,19.0,41.0,0.0,14.0,77.0,4.0,73.0,129.0,7.0,9.0,51.0,4.0,14.0,13.0,12.0,120.0,7.0,15.0,45.0,5.0,3.0,0.0,2.0,1.0,5.0,16.0,59.0,0.0,8.0,2.0,10.0,15.0,0.0,0.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,10.0,5.0,3.0,17.0,0.0,4.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,2021-05-23,205.0,4454.0,71.0,82.0,889.0,3.0,16.0,72.0,62.0,353.0,197.0,0.0,1.0,0.0,375.0,7.0,6.0,216.0,50.0,123.0,46.0,496.0,93.0,0.0,14.0,38.0,49.0,132.0,7.0,17.0,19.0,28.0,3.0,446.0,8.0,30.0,5.0,1.0,0.0,56.0,6.0,0.0,32.0,11.0,44.0,0.0,28.0,0.0,20.0,0.0,0.0,57.0,0.0,0.0,2.0,9.0,14.0,3.0,20.0,4.0,7.0,4.0,54.0,0.0,14.0,108.0,3.0,13.0,193.0,3.0,10.0,60.0,3.0,3.0,12.0,9.0,125.0,0.0,11.0,32.0,10.0,0.0,0.0,1.0,0.0,3.0,14.0,51.0,6.0,8.0,1.0,3.0,6.0,0.0,26.0,15.0,10.0,1.0,2.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,5.0,6.0,10.0,0.0,2.0,6.0,5.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,2021-05-24,441.0,3511.0,62.0,43.0,862.0,4.0,16.0,110.0,85.0,315.0,178.0,91.0,1.0,0.0,417.0,10.0,6.0,251.0,48.0,127.0,17.0,483.0,72.0,1.0,9.0,50.0,61.0,30.0,2.0,30.0,11.0,30.0,4.0,213.0,8.0,72.0,32.0,1.0,0.0,36.0,4.0,0.0,24.0,11.0,41.0,0.0,25.0,0.0,17.0,89.0,0.0,92.0,0.0,1.0,2.0,17.0,14.0,4.0,26.0,2.0,7.0,9.0,37.0,84.0,13.0,0.0,3.0,17.0,185.0,15.0,9.0,51.0,2.0,2.0,15.0,7.0,114.0,11.0,28.0,33.0,7.0,4.0,0.0,1.0,1.0,5.0,15.0,45.0,1.0,8.0,3.0,42.0,2.0,42.0,9.0,18.0,14.0,3.0,1.0,25.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,10.0,15.0,0.0,9.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,32.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,2021-05-25,639.0,4157.0,221.0,33.0,2184.0,2.0,11.0,166.0,104.0,385.0,175.0,90.0,0.0,0.0,576.0,13.0,6.0,208.0,265.0,172.0,151.0,459.0,257.0,3.0,12.0,50.0,60.0,37.0,0.0,26.0,20.0,63.0,4.0,843.0,13.0,102.0,36.0,1.0,0.0,63.0,5.0,30.0,27.0,13.0,21.0,0.0,40.0,0.0,15.0,0.0,0.0,65.0,0.0,0.0,0.0,68.0,10.0,3.0,21.0,3.0,6.0,13.0,69.0,28.0,11.0,159.0,4.0,17.0,169.0,7.0,11.0,51.0,2.0,14.0,14.0,10.0,117.0,10.0,18.0,26.0,5.0,0.0,0.0,2.0,0.0,4.0,16.0,41.0,2.0,9.0,2.0,22.0,6.0,18.0,10.0,13.0,14.0,0.0,2.0,0.0,2.0,3.0,2.0,7.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,8.0,24.0,4.0,5.0,18.0,0.0,5.0,1.0,6.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,2021-05-26,985.0,3847.0,145.0,270.0,2463.0,3.0,14.0,121.0,116.0,398.0,166.0,54.0,1.0,0.0,532.0,10.0,11.0,163.0,272.0,144.0,209.0,514.0,216.0,1.0,7.0,44.0,63.0,39.0,0.0,41.0,16.0,37.0,1.0,175.0,13.0,101.0,150.0,1.0,0.0,52.0,11.0,40.0,26.0,10.0,41.0,0.0,17.0,0.0,28.0,0.0,0.0,75.0,0.0,1.0,0.0,36.0,9.0,2.0,21.0,5.0,7.0,36.0,56.0,31.0,11.0,102.0,3.0,85.0,145.0,4.0,10.0,49.0,3.0,6.0,17.0,8.0,110.0,3.0,16.0,29.0,5.0,3.0,0.0,1.0,1.0,4.0,15.0,43.0,1.0,15.0,3.0,30.0,11.0,16.0,9.0,14.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,8.0,19.0,5.0,3.0,17.0,0.0,10.0,1.0,3.0,7.0,1.0,31.0,1.0,0.0,7.0,0.0,1.0,0.0,3.0,7.0,0.0,13.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,2021-05-27,1350.0,3660.0,142.0,269.0,2101.0,3.0,8.0,171.0,119.0,395.0,183.0,33.0,1.0,0.0,547.0,16.0,13.0,165.0,429.0,136.0,135.0,513.0,190.0,0.0,10.0,39.0,59.0,185.0,0.0,47.0,13.0,50.0,7.0,464.0,5.0,93.0,210.0,0.0,0.0,39.0,8.0,15.0,22.0,12.0,32.0,0.0,22.0,0.0,17.0,39.0,0.0,67.0,0.0,0.0,1.0,20.0,8.0,3.0,10.0,3.0,8.0,12.0,53.0,21.0,9.0,86.0,3.0,45.0,106.0,4.0,10.0,44.0,2.0,7.0,14.0,6.0,99.0,0.0,20.0,0.0,4.0,7.0,0.0,0.0,2.0,5.0,17.0,54.0,0.0,19.0,0.0,19.0,5.0,10.0,10.0,13.0,11.0,2.0,0.0,22.0,1.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0,14.0,4.0,4.0,15.0,0.0,6.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,2021-05-28,535.0,3617.0,125.0,192.0,2426.0,5.0,14.0,126.0,95.0,396.0,164.0,17.0,1.0,0.0,558.0,15.0,19.0,184.0,411.0,193.0,117.0,514.0,164.0,1.0,13.0,40.0,61.0,119.0,1.0,34.0,8.0,29.0,5.0,256.0,29.0,123.0,187.0,1.0,0.0,43.0,13.0,0.0,22.0,11.0,28.0,0.0,31.0,0.0,28.0,13.0,0.0,73.0,0.0,0.0,0.0,15.0,7.0,1.0,11.0,4.0,6.0,24.0,62.0,33.0,12.0,65.0,4.0,51.0,96.0,4.0,10.0,52.0,11.0,4.0,11.0,5.0,92.0,6.0,21.0,65.0,5.0,3.0,0.0,0.0,3.0,4.0,19.0,46.0,1.0,12.0,0.0,25.0,7.0,17.0,0.0,18.0,16.0,0.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,12.0,4.0,4.0,18.0,1.0,12.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,7.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
