,Date,US,India,France,Germany,Brazil,"Korea, South",Japan,Italy,United Kingdom,Russia,Turkey,Spain,Vietnam,Australia,Argentina,Netherlands,Taiwan*,Iran,Mexico,Indonesia,Poland,Colombia,Ukraine,Austria,Portugal,Greece,Malaysia,Chile,Israel,Thailand,Belgium,Czechia,Canada,Switzerland,Peru,South Africa,Philippines,China,Denmark,Romania,Slovakia,Sweden,Iraq,Serbia,Singapore,Hungary,Bangladesh,New Zealand,Georgia,Jordan,Ireland,Pakistan,Kazakhstan,Norway,Finland,Bulgaria,Lithuania,Morocco,Slovenia,Croatia,Lebanon,Guatemala,Tunisia,Costa Rica,Cuba,Bolivia,United Arab Emirates,Ecuador,Panama,Nepal,Belarus,Uruguay,Mongolia,Latvia,Saudi Arabia,Azerbaijan,Paraguay,West Bank and Gaza,Bahrain,Sri Lanka,Kuwait,Dominican Republic,Burma,Cyprus,Estonia,Moldova,Venezuela,Egypt,Libya,Ethiopia,Qatar,Honduras,Armenia,Bosnia and Herzegovina,Oman,North Macedonia,Kenya,Zambia,Albania,Botswana,Luxembourg,Montenegro,Mauritius,Kosovo,Algeria,Nigeria,Zimbabwe,Brunei,Uzbekistan,Mozambique,Laos,Iceland,Kyrgyzstan,Afghanistan,El Salvador,Maldives,Trinidad and Tobago,Ghana,Namibia,Uganda,Jamaica,Cambodia,Rwanda,Cameroon,Malta,Angola,Barbados,Congo (Kinshasa),Senegal,Malawi,Cote d'Ivoire,Suriname,Eswatini,Guyana,Belize,Fiji,Madagascar,Sudan,Mauritania,Cabo Verde,Bhutan,Syria,Burundi,Seychelles,Gabon,Andorra,Papua New Guinea,Tanzania,Togo,Guinea,Bahamas,Lesotho,Haiti,Mali,Saint Lucia,Benin,Somalia,Congo (Brazzaville),Solomon Islands,Timor-Leste,Micronesia,San Marino,Burkina Faso,Liechtenstein,Grenada,South Sudan,Tajikistan,Equatorial Guinea,Tonga,Samoa,Dominica,Djibouti,Marshall Islands,Monaco,Central African Republic,Nicaragua,Gambia,Vanuatu,Yemen,Eritrea,Saint Vincent and the Grenadines,Niger,Antigua and Barbuda,Comoros,Guinea-Bissau,Liberia,Sierra Leone,Chad,Saint Kitts and Nevis,Sao Tome and Principe,Palau,Nauru,Kiribati,Tuvalu,Summer Olympics 2020,Diamond Princess,Winter Olympics 2022,Holy See,Antarctica,MS Zaandam,"Korea, North"
384,2021-02-04,0,10496308,234678,2020303,8366197,70117,349176,2076928,10015,3352720,2396199,150376,1465,22822,1754705,13156,839,1235581,1450237,917306,1288163,2001135,1092599,397910,573934,93764,181885,698248,589488,14798,0,902007,729768,317600,1069129,1327186,487927,93459,191229,684095,230456,0,596959,0,59348,274308,481917,2228,251748,317948,23364,507502,210342,17998,31000,192332,168368,452522,150860,226073,192324,147486,169300,155581,24468,164900,293180,209814,285490,267292,241150,37411,1430,55708,360697,224431,111667,151082,99939,60567,160098,162810,126869,2057,36329,151880,120644,131211,102448,124242,146474,61456,159045,96096,127266,83424,84143,51305,49543,19574,48311,55349,540,53233,74136,110449,27759,172,77368,25673,41,5954,81444,47995,49944,14419,7222,62729,32872,14310,12174,452,11352,28045,15567,18381,1274,15085,22808,10264,27157,7906,11122,6826,11452,53,18215,21794,15913,13513,847,7892,773,1113,10560,9395,828,183,4418,14301,6818,2601,9114,6025,779,3552,3720,5846,10,57,1,2774,9770,2413,146,3634,13218,5300,0,2,110,5848,4,1332,4885,4225,3876,1,1427,1683,338,3916,181,2152,2427,1766,2397,2568,36,1058,0,0,0,0,0,699,0,15,0,7,0
387,2021-02-05,0,10510796,237755,2033168,8396148,70505,354317,2091923,10098,3375999,2404416,150376,1465,22825,1763762,13218,841,1241320,1472151,926980,1294687,2010941,1101087,399329,585276,93764,185277,701315,590822,16274,0,909305,726095,317600,1076446,1335618,488274,93606,192081,686692,234371,0,598147,0,59373,275764,482424,2228,252246,318556,23364,508700,210342,17998,31000,193030,168703,453302,152290,226625,194430,148133,171143,156181,25364,166446,297040,209814,287846,267564,243144,37967,1449,57653,360954,224760,112488,151690,100363,61461,160554,164033,127229,2057,36881,152552,121094,131632,103312,125241,146627,61587,159350,97128,127266,83634,84268,52045,50219,19574,48421,55753,540,53457,74330,111639,28145,172,77443,26212,41,5959,81444,48018,50189,14472,7242,63502,33220,14349,12174,453,11617,28045,15701,18431,1289,15085,23073,10761,27265,7939,11289,6901,11468,53,18215,21794,15946,13622,852,7974,773,1113,10797,9444,828,183,4456,14301,6819,2669,9137,6037,779,3563,3720,5846,10,61,1,2774,9941,2424,146,3663,13218,5358,0,2,110,5849,4,1350,4885,4225,3876,1,1427,1719,377,3920,183,2246,2427,1770,2415,2810,36,1060,0,0,0,0,0,699,0,15,0,7,0
390,2021-02-06,0,10522601,238899,2041988,8428992,70865,358716,2107061,10186,3398545,2412505,150376,1468,22827,1772059,13286,843,1247374,1482138,939184,1301571,2022331,1108530,400851,599593,93764,186969,706020,609144,16942,0,916789,729371,317600,1086643,1340497,488465,93752,192786,689474,238221,0,599167,0,59405,277949,482841,2229,252815,319490,23364,510242,213126,17998,31000,193191,168890,453921,153791,227078,201137,148917,172885,156181,26039,167354,301081,209814,290124,267812,244941,38469,1449,59399,361237,224961,113366,152120,100772,62594,161093,165659,127229,2057,37648,153196,121569,132054,103312,125531,146759,61785,159577,97128,127266,83735,84302,53410,50875,19574,48421,56228,540,53457,74330,112557,28383,173,77490,26790,41,5959,81542,48027,50431,14556,7255,63502,33359,14349,12225,454,12047,29501,15896,18475,1349,15107,23292,11348,27773,7974,11469,6962,11479,53,18215,21794,15985,13684,853,8053,773,1158,10797,9492,828,183,4535,14320,6819,2706,9156,6054,875,3563,3720,5846,10,61,1,2795,10040,2424,146,3663,13218,5358,0,2,110,5852,4,1362,4885,4225,3886,1,1428,1719,401,3950,187,2334,2427,1770,2452,2849,36,1060,0,0,0,0,0,699,0,15,0,7,0
393,2021-02-07,0,10534505,239183,2052656,8467982,71218,362075,2118441,10274,3418329,2420706,150376,1472,22830,1778965,13329,844,1253554,1490077,949990,1307161,2027333,1110927,402053,606166,93764,190338,710029,619100,17410,0,919699,732688,317600,1089040,1360204,499798,93883,193377,691377,241686,0,600193,0,59433,279763,483372,2229,253614,320335,23364,511502,214215,17998,31000,193251,170340,454504,154321,227485,206523,149342,173862,156181,26739,168040,305759,220398,292302,268072,247177,38976,1493,59897,361515,225246,114258,152579,101168,63401,161538,167214,127229,2057,37785,153785,122081,132375,104539,125619,146910,61817,159720,97128,127698,83999,84361,54835,51444,19574,48421,56731,540,53457,74692,113525,28551,173,77522,27162,41,5959,81635,48041,50431,14604,7266,63959,33454,14349,12271,454,12342,29501,16053,18540,1400,15113,23559,11596,27981,8020,11614,6966,11479,53,18490,21986,16005,13723,854,8134,773,1158,10797,9533,846,183,4550,14345,6819,2706,9156,6066,875,3563,3720,5846,10,61,1,2795,10129,2424,146,3663,13218,5358,0,2,110,5852,4,1380,4885,4225,3886,1,1428,1719,409,3970,187,2334,2427,1770,2466,2895,36,1060,0,0,0,0,0,699,0,15,0,7,0
396,2021-02-08,0,10548521,240200,2054340,8478818,71676,365082,2133523,10327,3434163,2429273,150376,1472,22837,1786178,13394,848,1260045,1501580,963028,1312856,2034228,1113671,403302,612921,93764,192678,713711,623084,17410,0,922223,752390,317600,1094573,1363947,499772,93989,193884,692681,245702,0,601041,0,59484,281839,483931,2230,254350,321278,23364,512943,215774,17998,31000,194055,171280,454997,154607,227868,211879,149745,175340,158283,27594,169415,309692,220398,294410,268266,247703,39677,1546,60117,361813,225348,115157,153019,101629,64141,162120,168627,127975,2057,37908,154303,122531,132698,105422,125756,147033,61936,159876,98470,127853,85439,84473,56329,52128,20542,48853,57093,543,54233,74871,114635,28825,175,77564,27438,41,5963,81714,48042,50999,14772,7287,65149,33573,14440,12318,457,12629,29501,16179,18596,1427,15113,23854,11756,28186,8053,11719,6977,11509,53,18490,22052,16041,13851,854,8213,773,1178,11038,9610,846,183,4561,14372,6837,2706,9177,6071,883,3563,3720,5846,10,61,1,2835,10161,2425,146,3692,13218,5413,0,2,110,5854,4,1403,4885,4225,3891,1,1428,1719,415,3983,189,2347,2427,1770,2475,2913,36,1067,0,0,0,0,0,699,0,15,0,7,0
399,2021-02-09,0,10561608,241924,2081966,8577207,72226,368657,2149350,10431,3455582,2437382,150376,1472,22844,1792321,13444,850,1266518,1511199,973452,1317474,2048292,1122912,404676,628078,93764,196565,717308,628004,18366,0,932156,756588,317600,1111496,1367247,499764,94147,194599,695398,248386,0,602018,0,59506,283282,484573,2240,254916,322148,23364,514951,217275,17998,31000,194514,172363,456032,156266,228203,215359,150544,176859,158820,28693,170972,313060,220398,297650,268431,248064,40272,1546,60798,362062,225678,116060,153682,102289,65053,162711,169843,128437,2057,38730,154444,122991,133098,106377,126004,147191,61968,160169,99669,128089,85846,84542,58319,52933,20542,48846,57423,544,54233,75057,115755,29289,175,77609,27814,41,5968,81825,48109,50999,14822,7302,65583,33675,14440,12362,457,12988,29501,16325,18623,1470,15151,24066,12065,28186,8090,11857,7026,11532,53,18490,22052,16086,13901,854,8288,773,1195,11038,9674,846,183,4630,14381,6837,2842,9177,6090,917,3563,3720,5846,10,61,1,2886,10232,2451,146,3709,13218,5413,0,2,110,5854,4,1411,4885,4225,3891,1,1428,1781,415,4002,189,2518,2432,1770,2494,3044,38,1077,0,0,0,0,0,699,0,15,0,7,0
320,2021-02-10,0,10573372,243320,2096775,8616282,72638,372379,2165817,10499,3477760,2445285,150376,1480,22846,1798120,13477,853,1272287,1519572,982972,1319635,2055468,1131077,405921,636859,93764,198494,720852,635960,19799,0,941014,760476,317600,1111496,1374368,499971,94288,195283,698534,251618,0,602820,0,59526,285022,485290,2245,255385,323206,23364,516683,219044,17998,31000,195211,173163,456751,158128,228499,217578,151319,180381,159586,29674,172710,316053,220398,300610,268549,250078,40769,1618,61889,362368,225914,116951,154260,102725,65644,163264,171186,128692,2057,39386,154956,123411,133331,107386,126797,147451,62120,160405,100640,128255,86844,84728,58875,53616,20542,48949,57898,546,54663,75243,116947,29471,175,77648,28395,41,5973,81923,48133,50999,14978,7314,65583,33778,14470,12406,457,13389,29501,16490,18687,1504,15168,24351,12583,28320,8123,11955,7124,11565,54,18490,22208,16121,13983,854,8366,773,1195,11275,9732,846,183,4696,14381,6837,2888,9258,6100,917,3772,3720,5846,14,61,1,2897,10279,2457,146,3729,13218,5413,0,2,110,5854,4,1435,4885,4225,3891,1,1428,1824,454,4007,190,2581,2432,1770,2508,3062,38,1079,0,0,0,0,0,699,0,15,0,7,0
323,2021-02-11,0,10589230,244961,2109508,8637050,72936,375298,2185655,10602,3499230,2453096,150376,1528,22850,1806260,13568,859,1278857,1528304,993117,1324101,2065209,1138136,407155,645122,93764,202268,723493,644703,20210,0,948796,763979,317600,1117729,1377980,500335,94413,195806,701283,253518,0,603814,0,59558,287134,485971,2257,256024,324070,23364,518164,220497,17998,40000,195682,174784,457325,159657,228896,222078,152210,180830,160462,30695,174329,319787,220398,303610,268660,252068,41426,1640,62844,362642,226119,117855,154727,103251,66211,163895,172562,128981,2057,39928,155557,123811,133707,108434,127622,147727,62991,160670,102339,128461,87122,84790,59989,54362,21214,49166,58210,546,54663,75436,118012,29471,175,77726,30124,41,5976,82098,48279,50999,15081,7318,66115,33950,14470,12456,463,13678,29501,16646,18710,1547,15170,24597,12879,28736,8155,12036,7157,11605,54,18490,22208,16155,14084,854,8438,773,1215,11275,9781,846,183,4789,14412,6931,2896,9258,6110,1420,3772,3732,7019,14,62,1,2918,10279,2457,146,3729,13218,5422,0,2,110,5854,4,1455,4885,4225,3891,1,1428,1828,467,4100,197,2601,2432,1770,2519,3088,38,1094,0,0,0,0,0,699,0,15,0,7,0
326,2021-02-12,0,10600625,244962,2120342,8691664,73227,377868,2202077,10659,3519689,2461204,150376,1529,22854,1814160,13626,859,1285014,1535786,1004117,1330127,2072793,1145608,408426,652739,93764,205773,725945,651293,20210,0,955938,767170,317600,1130923,1383626,500654,94536,196308,703966,255300,0,604822,0,59569,289520,486393,2258,256684,324711,23364,523700,222129,17998,40000,196204,174943,457956,160953,229327,224380,152920,181198,160946,31534,175958,323191,220398,306634,268796,254032,41966,1653,62844,362947,226345,118750,155362,103878,66984,164537,173882,129287,2057,40476,156198,124253,134215,109262,127864,147939,63153,160838,104135,128461,87324,84873,61302,55243,21214,49301,58561,546,55226,75628,118866,29959,175,77780,31016,41,5978,82098,48390,51983,15142,7323,66333,34002,14520,12504,463,13937,29609,16811,18786,1587,15182,24890,13347,28914,8179,12140,7281,11623,54,18490,22208,16186,14134,855,8520,773,1236,11534,9833,846,183,4899,14412,6931,2940,9258,6154,1654,3772,3733,7019,14,62,1,2956,10758,2457,146,3729,13218,5422,0,2,110,5854,4,1490,4885,4225,3891,1,1430,1828,467,4135,199,2730,2432,1770,2535,3131,38,1100,0,0,0,0,0,699,0,15,0,7,0
329,2021-02-13,0,10611731,244962,2128002,8740445,73559,380413,2216050,10854,3538241,2468419,150376,1529,22858,1820965,13695,859,1291726,1542991,1016036,1336467,2078391,1151965,409877,661525,93764,209288,730204,655292,21180,0,963707,769007,317600,1130923,1385996,500781,94641,196710,706394,255300,0,605980,0,59604,293542,486767,2258,257441,325892,23364,525087,223153,17998,40000,196593,175034,458504,162248,229709,226658,153614,181627,160946,32509,177282,326780,220398,309296,268929,255980,42505,1682,64528,363303,226514,119669,155950,104487,67831,165254,175329,130103,2057,41199,156836,124734,134638,109262,128019,148137,63170,160942,104135,128461,87446,84952,62575,55983,21214,49301,58927,546,55226,75816,120399,30089,175,77890,31506,41,5978,82253,48392,51983,15291,7334,67087,34099,14520,12545,463,14477,29609,17017,18790,1616,15217,25162,13554,29062,8194,12196,7379,11626,54,18490,22208,16215,14164,855,8600,773,1354,11534,9868,846,183,4949,14453,6931,2940,9354,6165,1654,3772,3733,7019,14,62,1,2956,10870,2457,146,3769,13218,5426,0,2,110,5856,4,1510,4885,4225,3891,1,1430,1828,554,4147,199,2776,2432,1770,2559,3158,38,1106,0,0,0,0,0,699,0,15,0,7,0
332,2021-02-14,0,10621220,244962,2136933,8765048,73794,382730,2225519,10918,3553326,2475329,150376,1532,22864,1827118,13728,859,1298023,1548174,1025273,1342031,2083551,1154076,411199,665316,93764,213813,733731,663732,22111,0,966399,771956,317600,1137412,1388321,511743,94728,197067,708151,255300,0,607059,0,59621,296173,487229,2264,258093,327099,23364,525997,224479,17998,40000,196920,142313,458852,162824,230041,239293,154130,182421,160946,33167,177775,331839,230377,311783,269060,258202,42889,1711,65046,363585,226654,120611,156472,105166,68696,166019,176788,130331,2057,41327,157427,125179,134960,110143,128742,148314,63170,161015,104135,129054,87652,85008,62870,56764,21214,49301,59358,546,55226,75999,120838,30601,175,77928,31699,41,5978,82306,48395,51983,15448,7346,67087,34141,14520,12593,469,14792,29609,17126,18795,1616,15298,25383,13607,29338,8214,12252,7383,11626,54,18915,22208,16240,14198,856,8679,773,1354,11534,9911,846,183,5004,14502,6931,2940,9354,6196,1778,3772,3739,7019,14,62,1,2956,10870,2457,146,3769,13218,5426,0,2,110,5858,4,1530,4885,4225,3901,1,1430,1828,554,4152,199,2777,2464,1770,2559,3175,39,1106,0,0,0,0,0,699,0,15,0,7,0
335,2021-02-15,0,10633025,248737,2148269,8821887,74551,384941,2237290,10963,3567189,2482435,150376,1541,22866,1833442,13765,859,1304330,1555923,1032065,1347670,2090467,1156626,412457,668854,93764,218334,737126,670251,22883,0,969154,774703,317600,1149367,1391155,511755,94796,197449,709520,255300,0,608178,0,59641,298008,487870,2265,258732,328231,23364,525997,225972,17998,40000,197576,175034,459549,163162,230384,245093,154446,183530,163334,33776,179057,336731,230377,313783,269204,259029,43486,1760,65450,363926,226760,121542,157205,105784,69411,166791,178146,130465,2057,41461,158005,125565,135349,110965,128946,148677,63346,161105,105140,129291,87960,85250,63262,57736,21893,49775,59804,554,56030,76168,123009,30759,177,77928,31947,41,5984,82306,48433,52688,15560,7351,68100,34261,14520,12635,469,15125,29609,17310,18884,1639,15412,25635,14195,29446,8242,12307,7399,11668,54,18915,22485,16265,14240,856,8754,773,1486,11750,9965,846,183,5007,14502,6931,2990,9354,6200,1778,3960,3750,7019,14,62,1,2993,10979,2470,146,3769,13218,5426,0,2,121,5861,4,1545,4885,4225,3901,1,1430,1914,599,4155,205,2911,2464,1770,2578,3182,39,1106,0,0,0,0,0,699,0,15,0,7,0
338,2021-02-16,0,10644858,250447,2161100,8847264,75360,387584,2251734,11026,3584477,2489624,150376,1573,22870,1838291,13809,859,1310821,1563992,1039674,1352443,2095105,1163154,413908,677719,93764,224052,740465,673681,23563,0,978749,782150,317600,1149367,1396951,511796,94875,197942,711977,255300,0,609800,0,59661,298773,488621,2265,259228,329511,23364,528545,227258,17998,40000,198324,175278,460628,164676,230683,248720,155211,184499,165439,34716,180155,340365,230377,314797,269303,260057,44060,1777,65450,364297,226951,122493,157982,106412,70429,167601,179097,130859,2057,42403,158619,125924,135670,111864,129145,148638,63471,161348,106831,129543,88301,85336,63609,58794,21893,49807,60299,556,56346,76330,124483,30979,177,77969,32262,41,5986,82391,48514,52688,15633,7362,68713,34363,14545,12684,470,15475,29609,17434,18929,1660,15544,25685,14803,29603,8264,12383,7486,11682,54,18915,22523,16296,14282,856,8826,773,1591,11750,10022,846,183,5094,14512,7071,2995,9363,6206,1849,3960,3750,7019,14,62,1,3009,10979,2470,146,3876,13218,5426,0,2,121,5865,4,1562,4885,4225,3912,1,1431,1914,612,4164,205,2935,2468,1794,2583,3209,39,1125,0,0,0,0,0,699,0,15,0,7,0
341,2021-02-17,0,10656845,251947,2172312,8933402,75896,391052,2268253,11103,3602163,2496833,150376,1574,22871,1842878,13848,879,1317612,1571071,1047676,1354598,2099628,1169314,415221,683061,93764,229761,743306,681022,23946,0,987515,785508,317600,1155956,1399829,512033,94960,198430,714709,255300,0,611036,0,59676,299989,489254,2272,259727,330805,23364,530597,228479,17998,40000,198888,176671,461466,166220,230907,250994,155920,185421,166979,35324,181338,343935,230377,316048,269394,261568,44481,1802,66208,364646,227116,123293,158709,107016,71176,168420,180170,130944,2057,43054,159339,126342,136081,112731,130124,148766,63618,161476,109274,129752,88469,85391,64040,59684,21893,49994,60805,556,56346,76489,125722,31615,178,77993,32857,41,5986,82525,48626,52688,15768,7366,69775,34440,14569,12735,470,15918,29609,17523,18951,1698,15560,26095,15321,29741,8285,12487,7519,11708,54,18915,22606,16315,14338,856,8903,773,1607,11955,10066,846,183,5146,14577,7071,3198,9363,6247,2275,4119,3750,7019,14,62,1,3028,11012,2470,146,3876,13218,5426,0,2,121,5868,4,1590,4908,4225,3912,1,1431,1973,632,4193,213,3000,2482,1794,2583,3223,39,1136,0,0,0,0,0,699,0,15,0,7,0
344,2021-02-18,0,10667741,253337,2182370,8960755,76513,393338,2286024,11164,3620551,2504050,150376,1605,22874,1849451,13913,886,1324231,1577838,1058222,1358666,2105445,1174881,416431,687462,93764,235081,746314,688184,24070,0,995986,789108,317600,1156408,1403214,512163,95034,198863,717179,255300,0,612727,0,59679,301363,489932,2272,260266,332027,23364,531840,229851,17998,40000,199632,176925,462436,167477,231176,256109,156617,186173,168307,36252,182534,347366,230377,317432,269505,263368,44976,1819,68119,365017,227271,124105,159369,107649,71823,169406,181402,131171,2057,43663,159931,126792,136490,113564,130399,149031,63921,161577,110752,130084,88778,85457,65051,60675,22363,50198,61339,556,56657,76640,126417,31821,178,78059,33804,41,5989,82525,48798,53385,15863,7374,70348,34576,14569,12781,470,16163,31362,17679,18972,1807,15657,26363,15568,29937,8307,12611,7629,11725,54,18915,22638,16346,14393,857,8982,773,1719,11955,10101,846,183,5179,14614,7148,3260,9363,6247,2363,4119,3757,7019,14,81,1,3035,11094,2484,146,3876,13218,5471,0,2,121,5869,4,1610,4908,4225,3923,1,1432,2050,632,4215,214,3030,2487,1794,2597,3233,39,1199,0,0,0,0,0,699,0,15,0,7,0
347,2021-02-19,0,10678048,253337,2191208,8988618,77083,395336,2303199,11254,3639011,2511548,150376,1627,22879,1855645,13974,888,1331162,1584704,1069005,1365216,2110562,1180915,417654,691866,93764,239970,748920,693503,24129,0,1003739,792455,317600,1163153,1406907,512789,95110,199303,719693,255300,0,614529,0,59697,302689,490468,2273,260597,332892,23364,533202,230946,17998,40000,199978,178126,463271,168432,231534,260390,157198,187753,169053,37206,183833,351715,230377,318795,269619,264976,45398,1846,68967,365363,227472,125028,160172,108353,72566,170326,182603,131209,2057,44248,160619,127143,136889,114305,130566,149320,64168,161790,111991,130084,89022,85512,66013,61605,22363,50386,61781,556,56976,76797,127524,31972,178,78100,34389,41,5989,82690,48803,53385,15965,7374,71025,34887,14578,12828,470,16387,31362,17827,18991,1858,15736,26624,16251,30056,8321,12769,7654,11741,54,18915,22638,16361,14470,857,9064,773,1775,12262,10146,846,183,5236,14648,7148,3260,9440,6262,2363,4119,3757,7019,14,81,1,3070,11130,2484,146,4014,13218,5471,0,2,121,5871,4,1634,4920,4225,3933,1,1432,2050,758,4220,214,3059,2492,1856,2597,3246,39,1220,0,0,0,0,0,699,0,15,0,7,0
353,2021-02-20,0,10689715,253337,2197065,9070505,77516,397137,2315687,11297,3656314,2518758,150376,1627,22881,1861433,14029,893,1337877,1590696,1078840,1372326,2115470,1185635,419283,696916,93764,244752,753037,693503,24129,0,1012094,795451,317600,1169648,1409553,513120,95181,199711,722484,255300,0,616507,0,59719,304680,490892,2273,261066,334191,23364,534107,231667,17998,40000,200138,179364,464043,169406,231844,264894,157794,188317,169053,38190,184717,356013,230377,319821,269755,266892,45881,1846,69993,365745,227619,125967,160763,109085,73456,171260,183720,131249,2057,45080,161220,127598,137294,114305,131241,149740,64606,161903,111991,130084,89249,85540,66943,62533,22363,50386,62205,556,56976,76940,128005,32096,178,78127,34921,41,5989,82690,48820,53385,16061,7392,72516,35035,14578,12883,473,16597,31362,17933,19005,1914,16135,26907,16620,30243,8331,12984,7729,11749,54,18915,22638,16376,14498,857,9144,773,1831,12262,10170,846,183,5296,14705,7148,3312,9529,6263,2437,4119,3757,7019,14,82,1,3092,11140,2484,146,4014,13218,5488,0,2,121,5873,4,1644,4920,4225,4011,1,1432,2050,768,4235,217,3059,2500,1856,2603,3259,39,1220,0,0,0,0,0,699,0,15,0,7,0
356,2021-02-21,0,10699410,253337,2204110,9095692,77887,398765,2324633,11315,3672084,2523760,150376,1702,22882,1866501,14061,893,1344791,1595320,1087076,1378414,2120366,1187434,420509,699222,93764,249208,756764,703791,24361,0,1014997,798129,317600,1183238,1412015,522843,95241,200134,724333,255300,0,618509,0,59731,306621,491367,2277,261637,335876,23364,535491,232504,17998,40000,200252,179509,464664,169896,232145,268071,158201,188607,169053,39125,185155,359697,238817,320668,269876,268530,46265,1933,69993,366094,227761,126919,161410,110007,74299,172227,185154,131282,2057,45233,161893,128088,137837,115357,131366,150220,64678,161994,111991,130653,89400,85577,67944,63329,22363,50386,62825,556,58171,77076,128619,32125,178,78152,35267,41,5989,82803,48834,53385,16196,7403,73018,35090,14578,12931,475,16803,31362,18067,19013,1970,16135,27131,16840,30589,8338,13195,7733,11749,54,19296,22638,16396,14538,857,9221,773,1874,12262,10206,846,183,5314,14705,7148,3312,9529,6298,2534,4248,3764,7019,14,82,1,3092,11140,2484,146,4014,13218,5488,0,2,121,5873,4,1650,4920,4225,4011,1,1432,2050,803,4235,218,3117,2555,1856,2607,3315,39,1248,0,0,0,0,0,699,0,15,0,7,0
359,2021-02-22,0,10712665,256748,2212439,9108205,78394,400094,2334968,11346,3684955,2529450,150376,1717,22885,1872213,14117,893,1351390,1602024,1096994,1384373,2124695,1188859,421811,701409,93764,252622,760577,709394,24361,0,1017406,801678,317600,1183238,1413566,522874,95293,200503,725526,255300,0,620745,0,59746,308650,492059,2277,262244,337359,23364,536243,233700,17998,40000,201029,179624,465297,170198,232457,272200,158501,189358,172280,40037,186118,363052,238817,321439,269966,269428,46845,2003,70741,366412,227836,127819,162025,110827,75110,173182,185964,131318,2057,45352,162595,128579,138183,116120,131713,150715,64781,162098,112879,130653,89742,85626,68928,64318,22773,50931,63280,556,58171,77225,129300,32216,178,78171,36224,42,5995,82803,48895,54324,16351,7411,73365,35273,14608,12988,475,16992,31362,18309,19190,2035,16135,27428,17184,30768,8349,13415,7774,11787,54,19296,22797,16438,14581,862,9307,773,1940,12561,10245,846,183,5323,14736,7181,3354,9529,6303,2675,4248,3778,7019,14,82,1,3115,11211,2484,147,4014,13218,5488,0,2,121,5879,4,1657,4920,4225,4011,1,1432,2068,803,4250,222,3130,2555,1856,2609,3336,39,1257,0,0,0,0,0,699,0,15,0,7,0
362,2021-02-23,0,10726702,258863,2221972,9189903,79050,401653,2347866,11457,3697787,2534996,150376,1760,22892,1877898,14148,893,1358541,1607869,1104990,1389516,2129491,1193334,423014,705976,93764,256677,763904,712328,24542,0,1028131,805428,317600,1188995,1419459,522941,95332,200948,728252,255300,0,623337,0,59753,310848,492887,2277,262796,339214,23364,538207,234889,17998,40000,201500,180640,466105,170527,232697,275149,159206,190155,173591,40979,188645,366567,238817,322238,270068,270289,47512,2070,71506,366735,228012,128731,162757,111691,75842,174088,186703,131358,2057,46335,163376,129027,138683,117017,133051,151225,64891,162329,113688,131143,90096,85665,69436,65403,22773,50945,63738,571,58361,77382,129943,32288,178,78185,37570,42,6003,82879,48967,54324,16542,7423,73365,35419,14615,13046,476,17251,31362,18500,19207,2063,16135,27694,17445,31096,8359,13613,7808,11799,54,19296,22823,16472,14608,862,9389,773,2016,12561,10285,846,183,5388,14785,7231,3418,9536,6305,2745,4248,3778,7019,14,82,1,3167,11293,2484,147,4014,13218,5559,0,2,126,5881,4,1669,4920,4225,4089,1,1432,2159,845,4250,233,3175,2560,1879,2609,3368,39,1271,0,0,0,0,0,699,0,15,0,7,0
365,2021-02-24,0,10738501,260230,2231073,9214337,79487,403225,2362465,11474,3709938,2540293,150376,1804,22897,1882568,14219,899,1365253,1614614,1112725,1391981,2134054,1197046,424348,709054,93764,260008,767332,717695,24542,0,1037430,808449,317600,1196515,1422622,523321,95462,201401,731049,255300,0,625447,0,59761,313450,493798,2277,263257,341021,23364,539888,235796,17998,40000,202005,181230,466815,171905,232892,277741,159855,192282,174096,41903,189832,370381,238817,323283,270139,271733,48035,2097,72462,367015,228157,129631,163795,112323,76514,175048,187422,131405,2057,47139,163896,129487,139072,117991,133438,151787,64988,162517,114361,131385,90311,86378,69803,66309,22773,51064,64240,571,58921,77537,130818,32410,178,78252,37870,42,6004,82938,49086,54324,16646,7431,74047,35750,14616,13107,477,17264,31362,18720,19221,2092,16135,27893,17570,31224,8371,13801,7834,11816,54,19296,22823,16497,14638,862,9468,773,2048,12846,10319,846,183,5447,14798,7274,3418,9570,6346,2879,4248,3783,7019,14,88,1,3195,11320,2484,147,4014,13218,5559,0,2,126,5886,4,1683,4920,4225,4089,1,1433,2173,848,4250,233,3190,2578,1883,2612,3398,39,1288,0,0,0,0,0,699,0,15,0,7,0
