,Date,US,India,Brazil,United Kingdom,France,Russia,Turkey,Italy,Spain,Germany,Argentina,Iran,Colombia,Poland,Indonesia,Mexico,Ukraine,Netherlands,South Africa,Philippines,Malaysia,Canada,Czechia,Peru,Belgium,Thailand,Iraq,Vietnam,Romania,Chile,Japan,Portugal,Israel,Switzerland,Greece,Australia,Bangladesh,Sweden,Serbia,Slovakia,Austria,Hungary,Pakistan,Kazakhstan,Denmark,Jordan,Ireland,Morocco,Cuba,Georgia,Nepal,Bulgaria,Lebanon,Croatia,United Arab Emirates,Tunisia,Bolivia,Belarus,"Korea, South",Guatemala,Azerbaijan,Costa Rica,Saudi Arabia,Ecuador,Sri Lanka,Lithuania,Panama,Burma,Slovenia,Norway,Uruguay,Dominican Republic,Paraguay,West Bank and Gaza,Kuwait,Ethiopia,Venezuela,Mongolia,Egypt,Libya,Moldova,Honduras,Finland,Armenia,Kenya,Bosnia and Herzegovina,Oman,Bahrain,Latvia,Zambia,Qatar,Singapore,Estonia,Nigeria,North Macedonia,Botswana,Albania,Zimbabwe,Algeria,Cyprus,Mozambique,Uzbekistan,Montenegro,Kyrgyzstan,Kosovo,Afghanistan,Uganda,Namibia,Ghana,Rwanda,El Salvador,Luxembourg,Laos,Cambodia,China,Cameroon,Jamaica,Maldives,Trinidad and Tobago,Angola,Congo (Kinshasa),Malawi,Senegal,Cote d'Ivoire,Eswatini,Malta,Suriname,Fiji,Madagascar,Cabo Verde,Mauritania,Syria,Sudan,Guyana,Gabon,Iceland,Belize,Papua New Guinea,Burundi,Togo,Guinea,Barbados,Lesotho,Seychelles,Tanzania,Bahamas,Andorra,Mali,Haiti,Benin,Mauritius,Somalia,Congo (Brazzaville),Burkina Faso,Timor-Leste,Taiwan*,Nicaragua,Tajikistan,Saint Lucia,South Sudan,Brunei,Equatorial Guinea,New Zealand,Djibouti,Central African Republic,Gambia,San Marino,Yemen,Grenada,Eritrea,Niger,Dominica,Comoros,Sierra Leone,Liberia,Liechtenstein,Guinea-Bissau,Saint Vincent and the Grenadines,Chad,Monaco,Sao Tome and Principe,Antigua and Barbuda,Saint Kitts and Nevis,Bhutan,Summer Olympics 2020,Diamond Princess,Holy See,Solomon Islands,MS Zaandam,Palau,Vanuatu,Marshall Islands,Samoa,Kiribati,Micronesia,Tonga
471,2020-05-06,119.0,1189.0,3149.0,8.0,1237.0,1462.0,4917.0,8014.0,2516.0,4800.0,52.0,1112.0,135.0,375.0,120.0,971.0,222.0,7.0,407.0,98.0,135.0,1178.0,199.0,2114.0,290.0,14.0,31.0,0.0,334.0,479.0,0.0,333.0,282.0,300.0,0.0,56.0,0.0,0.0,248.0,21.0,177.0,50.0,0.0,129.0,197.0,2.0,3724.0,179.0,47.0,29.0,6.0,18.0,0.0,41.0,206.0,109.0,11.0,617.0,86.0,7.0,28.0,15.0,1352.0,0.0,2.0,43.0,36.0,1.0,2.0,0.0,18.0,55.0,7.0,47.0,187.0,2.0,18.0,0.0,85.0,1.0,114.0,10.0,0.0,24.0,8.0,17.0,30.0,98.0,116.0,9.0,146.0,115.0,3.0,53.0,44.0,0.0,25.0,0.0,130.0,0.0,2.0,76.0,8.0,14.0,87.0,37.0,0.0,0.0,0.0,1.0,14.0,40.0,1.0,0.0,59.0,47.0,1.0,0.0,0.0,0.0,2.0,0.0,23.0,20.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,99.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,0.0,0.0,1.0,12.0,4.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,11.0,17.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,2020-05-07,5126.0,1445.0,3980.0,36.0,1112.0,2476.0,4782.0,3031.0,2509.0,1800.0,77.0,1157.0,152.0,207.0,64.0,0.0,299.0,1.0,0.0,112.0,74.0,1076.0,166.0,861.0,249.0,11.0,24.0,1.0,356.0,475.0,422.0,182.0,260.0,200.0,0.0,47.0,507.0,0.0,189.0,44.0,59.0,42.0,1066.0,110.0,218.0,4.0,0.0,162.0,30.0,6.0,0.0,24.0,14.0,40.0,213.0,9.0,21.0,679.0,65.0,4.0,15.0,17.0,1015.0,0.0,17.0,54.0,27.0,12.0,1.0,0.0,6.0,104.0,6.0,2.0,162.0,0.0,9.0,0.0,72.0,0.0,89.0,22.0,0.0,50.0,7.0,26.0,92.0,140.0,0.0,2.0,216.0,78.0,9.0,67.0,22.0,1.0,10.0,0.0,126.0,104.0,3.0,79.0,4.0,23.0,43.0,10.0,0.0,1.0,9.0,3.0,33.0,53.0,-1.0,0.0,48.0,2.0,1.0,0.0,0.0,0.0,11.0,5.0,69.0,21.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,17.0,5.0,0.0,0.0,0.0,8.0,32.0,6.0,0.0,0.0,0.0,0.0,5.0,10.0,6.0,3.0,0.0,19.0,0.0,7.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,44.0,0.0,0.0,9.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,2020-05-08,3957.0,1111.0,3947.0,27.0,701.0,2805.0,3412.0,2747.0,2637.0,0.0,58.0,1093.0,124.0,322.0,113.0,2533.0,310.0,0.0,0.0,116.0,88.0,979.0,42.0,624.0,221.0,12.0,35.0,8.0,279.0,496.0,228.0,164.0,215.0,200.0,0.0,44.0,191.0,0.0,293.0,99.0,138.0,64.0,279.0,113.0,218.0,4.0,0.0,145.0,47.0,13.0,9.0,17.0,3.0,48.0,265.0,38.0,18.0,417.0,84.0,11.0,25.0,16.0,1322.0,0.0,8.0,30.0,0.0,5.0,5.0,0.0,14.0,222.0,4.0,52.0,85.0,2.0,5.0,0.0,58.0,0.0,79.0,38.0,500.0,33.0,5.0,6.0,45.0,28.0,0.0,8.0,84.0,328.0,431.0,78.0,20.0,0.0,15.0,4.0,144.0,0.0,3.0,119.0,2.0,13.0,28.0,4.0,0.0,0.0,20.0,3.0,5.0,21.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,0.0,27.0,0.0,49.0,12.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,2.0,10.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,16.0,5.0,11.0,14.0,1.0,9.0,0.0,0.0,3.0,4.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,21.0,25.0,0.0,0.0,8.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,2020-05-09,13541.0,1414.0,2388.0,4.0,256.0,5308.0,3084.0,4008.0,2804.0,1600.0,69.0,1227.0,145.0,253.0,113.0,1510.0,203.0,2.0,830.0,108.0,65.0,1023.0,34.0,1234.0,210.0,3.0,41.0,0.0,489.0,507.0,760.0,77.0,84.0,300.0,0.0,19.0,313.0,0.0,279.0,14.0,92.0,39.0,254.0,145.0,166.0,2.0,0.0,137.0,62.0,9.0,0.0,21.0,11.0,37.0,458.0,22.0,21.0,566.0,42.0,3.0,44.0,19.0,1024.0,0.0,20.0,17.0,3615.0,1.0,3.0,0.0,7.0,298.0,3.0,0.0,156.0,2.0,0.0,1.0,57.0,0.0,99.0,3.0,0.0,49.0,5.0,99.0,43.0,27.0,0.0,1.0,79.0,256.0,43.0,66.0,13.0,3.0,7.0,0.0,79.0,1.0,7.0,71.0,7.0,8.0,61.0,30.0,0.0,1.0,55.0,4.0,19.0,24.0,4.0,0.0,134.0,230.0,0.0,9.0,1.0,2.0,0.0,0.0,32.0,15.0,2.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,17.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,35.0,4.0,0.0,0.0,0.0,6.0,8.0,13.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,2020-05-10,3635.0,1668.0,3272.0,1.0,179.0,2390.0,3211.0,2155.0,2214.0,1100.0,29.0,1079.0,136.0,261.0,91.0,0.0,151.0,0.0,190.0,82.0,96.0,847.0,27.0,1103.0,231.0,7.0,32.0,0.0,139.0,445.0,2221.0,50.0,247.0,200.0,0.0,26.0,236.0,0.0,0.0,22.0,63.0,29.0,492.0,165.0,124.0,2.0,0.0,93.0,53.0,12.0,0.0,22.0,0.0,38.0,509.0,40.0,15.0,356.0,22.0,6.0,30.0,21.0,1313.0,0.0,61.0,22.0,186.0,4.0,1.0,0.0,4.0,179.0,10.0,35.0,107.0,2.0,3.0,0.0,73.0,0.0,33.0,8.0,0.0,58.0,32.0,47.0,49.0,15.0,0.0,5.0,304.0,425.0,3.0,33.0,24.0,0.0,23.0,0.0,132.0,0.0,0.0,35.0,16.0,17.0,31.0,56.0,0.0,1.0,0.0,0.0,17.0,36.0,0.0,0.0,40.0,233.0,28.0,0.0,3.0,0.0,6.0,0.0,7.0,25.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,2.0,0.0,0.0,5.0,53.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,2020-05-11,16564.0,1580.0,2427.0,13.0,508.0,5495.0,3089.0,1401.0,973.0,1217.0,80.0,1279.0,120.0,118.0,183.0,1276.0,228.0,0.0,184.0,75.0,88.0,898.0,237.0,1057.0,55.0,2.0,56.0,8.0,194.0,493.0,166.0,0.0,291.0,200.0,0.0,46.0,252.0,0.0,558.0,18.0,70.0,25.0,257.0,133.0,111.0,1.0,0.0,257.0,36.0,8.0,2.0,17.0,0.0,20.0,577.0,27.0,26.0,125.0,38.0,1.0,30.0,16.0,1280.0,0.0,22.0,19.0,0.0,2.0,0.0,0.0,6.0,107.0,5.0,38.0,178.0,6.0,12.0,0.0,97.0,4.0,22.0,3.0,0.0,34.0,12.0,8.0,133.0,82.0,0.0,0.0,87.0,504.0,1.0,124.0,64.0,0.0,4.0,0.0,163.0,0.0,0.0,107.0,4.0,13.0,2.0,0.0,0.0,0.0,116.0,10.0,32.0,16.0,0.0,1.0,31.0,59.0,0.0,0.0,0.0,0.0,5.0,10.0,65.0,24.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,0.0,0.0,2.0,3.0,20.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0,0.0,1.0,4.0,0.0,0.0,1.0,13.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,2020-05-12,-2446.0,1871.0,5213.0,8.0,1063.0,3711.0,3109.0,2452.0,1841.0,1583.0,25.0,935.0,146.0,315.0,182.0,2835.0,85.0,0.0,0.0,107.0,110.0,1048.0,178.0,918.0,35.0,2.0,113.0,3.0,440.0,520.0,238.0,464.0,255.0,0.0,0.0,57.0,245.0,0.0,310.0,24.0,87.0,49.0,87.0,149.0,252.0,0.0,0.0,180.0,48.0,32.0,0.0,15.0,0.0,24.0,631.0,13.0,14.0,443.0,25.0,9.0,0.0,3.0,2520.0,0.0,23.0,23.0,1334.0,2.0,3.0,0.0,9.0,351.0,3.0,7.0,194.0,1.0,15.0,1.0,154.0,0.0,89.0,5.0,300.0,71.0,8.0,54.0,0.0,40.0,163.0,0.0,179.0,626.0,26.0,57.0,5.0,5.0,28.0,0.0,157.0,48.0,0.0,22.0,4.0,21.0,2.0,52.0,0.0,0.0,0.0,3.0,24.0,8.0,0.0,0.0,24.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,3.0,0.0,0.0,0.0,3.0,102.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,0.0,14.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,31.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,2020-05-13,13143.0,1980.0,5827.0,9.0,888.0,4491.0,2826.0,3502.0,1843.0,1500.0,404.0,1071.0,162.0,279.0,224.0,1055.0,343.0,8.0,388.0,145.0,58.0,1122.0,158.0,1000.0,205.0,46.0,63.0,0.0,276.0,740.0,389.0,169.0,203.0,300.0,0.0,27.0,214.0,0.0,224.0,77.0,156.0,95.0,796.0,185.0,83.0,2.0,2360.0,140.0,49.0,23.0,2.0,23.0,2.0,26.0,511.0,19.0,26.0,737.0,67.0,1.0,109.0,7.0,2365.0,0.0,16.0,20.0,46.0,3.0,1.0,0.0,13.0,0.0,9.0,2.0,162.0,2.0,0.0,0.0,160.0,0.0,107.0,26.0,0.0,70.0,22.0,60.0,39.0,13.0,0.0,7.0,124.0,958.0,0.0,111.0,24.0,0.0,6.0,3.0,60.0,0.0,0.0,66.0,9.0,17.0,14.0,38.0,0.0,0.0,20.0,11.0,25.0,19.0,1.0,0.0,24.0,19.0,13.0,11.0,0.0,1.0,2.0,0.0,40.0,82.0,20.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,25.0,5.0,15.0,4.0,0.0,0.0,0.0,4.0,40.0,8.0,0.0,0.0,0.0,2.0,8.0,14.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,25.0,16.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,2020-05-14,2984.0,1569.0,1055.0,11.0,933.0,5527.0,2315.0,2747.0,2551.0,1600.0,119.0,1111.0,225.0,286.0,231.0,1485.0,427.0,2.0,931.0,86.0,70.0,927.0,194.0,827.0,174.0,6.0,62.0,8.0,1092.0,790.0,948.0,16.0,250.0,0.0,0.0,37.0,0.0,0.0,260.0,52.0,101.0,67.0,1185.0,123.0,142.0,1.0,0.0,179.0,57.0,11.0,0.0,32.0,0.0,16.0,407.0,11.0,17.0,457.0,59.0,8.0,44.0,8.0,1429.0,0.0,63.0,60.0,13.0,5.0,7.0,0.0,2.0,130.0,2.0,0.0,188.0,0.0,0.0,0.0,140.0,0.0,52.0,16.0,0.0,72.0,3.0,44.0,14.0,148.0,0.0,0.0,213.0,1164.0,132.0,110.0,6.0,0.0,6.0,1.0,100.0,32.0,1.0,60.0,2.0,9.0,0.0,43.0,8.0,1.0,160.0,4.0,31.0,36.0,0.0,0.0,15.0,10.0,5.0,5.0,0.0,0.0,9.0,0.0,60.0,28.0,3.0,7.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1.0,0.0,0.0,5.0,34.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,0.0,0.0,11.0,0.0,1.0,0.0,19.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,2020-05-15,4333.0,2289.0,5491.0,4.0,843.0,4696.0,2103.0,4917.0,1409.0,1297.0,112.0,1297.0,102.0,222.0,285.0,1976.0,330.0,0.0,407.0,123.0,88.0,804.0,140.0,1996.0,190.0,4.0,61.0,0.0,317.0,959.0,470.0,130.0,145.0,0.0,0.0,25.0,521.0,0.0,217.0,19.0,66.0,118.0,0.0,176.0,154.0,8.0,0.0,90.0,42.0,10.0,1.0,14.0,10.0,19.0,398.0,32.0,78.0,639.0,30.0,6.0,53.0,7.0,2818.0,0.0,32.0,47.0,0.0,5.0,3.0,0.0,6.0,206.0,9.0,5.0,189.0,4.0,9.0,5.0,173.0,0.0,0.0,11.0,700.0,94.0,0.0,64.0,47.0,287.0,35.0,0.0,190.0,1275.0,14.0,140.0,16.0,0.0,11.0,0.0,113.0,0.0,7.0,22.0,2.0,10.0,19.0,54.0,0.0,1.0,786.0,9.0,12.0,17.0,0.0,1.0,20.0,14.0,3.0,4.0,0.0,3.0,55.0,0.0,48.0,12.0,15.0,15.0,0.0,1.0,4.0,0.0,0.0,7.0,7.0,1.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,11.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,9.0,7.0,30.0,3.0,0.0,17.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,2020-05-16,17629.0,3966.0,4702.0,11.0,0.0,4940.0,2004.0,2605.0,1663.0,1003.0,37.0,1311.0,127.0,257.0,108.0,1397.0,433.0,8.0,395.0,101.0,73.0,924.0,41.0,1125.0,159.0,1.0,37.0,0.0,204.0,1400.0,0.0,494.0,87.0,300.0,0.0,5.0,235.0,0.0,178.0,20.0,53.0,84.0,461.0,273.0,148.0,3.0,0.0,87.0,35.0,26.0,0.0,28.0,1.0,44.0,603.0,5.0,39.0,691.0,37.0,3.0,58.0,9.0,1797.0,0.0,43.0,23.0,0.0,7.0,2.0,0.0,5.0,169.0,5.0,14.0,203.0,1.0,12.0,0.0,151.0,0.0,116.0,14.0,0.0,125.0,17.0,19.0,86.0,122.0,0.0,59.0,242.0,1094.0,11.0,152.0,16.0,0.0,9.0,0.0,138.0,34.0,1.0,55.0,0.0,38.0,1.0,0.0,0.0,0.0,294.0,1.0,24.0,17.0,0.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,58.0,0.0,59.0,45.0,6.0,-8.0,0.0,0.0,2.0,17.0,0.0,0.0,17.0,0.0,25.0,4.0,0.0,0.0,0.0,3.0,238.0,2.0,0.0,0.0,0.0,1.0,11.0,24.0,0.0,0.0,0.0,13.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,15.0,0.0,2.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,2020-05-17,3889.0,2571.0,4450.0,0.0,765.0,4207.0,1825.0,2366.0,0.0,1411.0,35.0,1317.0,164.0,276.0,218.0,1481.0,210.0,0.0,528.0,74.0,59.0,731.0,40.0,349.0,170.0,1.0,92.0,0.0,316.0,1199.0,815.0,814.0,182.0,100.0,0.0,28.0,256.0,0.0,234.0,12.0,39.0,25.0,581.0,276.0,120.0,4.0,0.0,173.0,35.0,6.0,0.0,25.0,0.0,23.0,581.0,9.0,20.0,434.0,16.0,0.0,71.0,14.0,2056.0,0.0,18.0,15.0,1.0,1.0,1.0,0.0,6.0,2121.0,4.0,6.0,250.0,0.0,0.0,1.0,222.0,7.0,0.0,41.0,0.0,134.0,12.0,81.0,29.0,148.0,0.0,5.0,582.0,998.0,4.0,122.0,26.0,0.0,1.0,4.0,98.0,0.0,1.0,34.0,0.0,21.0,22.0,33.0,0.0,0.0,0.0,19.0,23.0,3.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,24.0,17.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,-8.0,0.0,0.0,4.0,0.0,40.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,1.0,0.0,35.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,2020-05-18,10913.0,2438.0,6337.0,32.0,516.0,2836.0,1615.0,2150.0,3930.0,1030.0,56.0,1197.0,152.0,177.0,195.0,2059.0,160.0,0.0,292.0,94.0,44.0,688.0,179.0,1685.0,27.0,1.0,92.0,3.0,40.0,952.0,411.0,1794.0,284.0,100.0,0.0,21.0,212.0,0.0,86.0,22.0,51.0,4.0,567.0,213.0,74.0,5.0,0.0,98.0,10.0,7.0,0.0,14.0,4.0,10.0,1065.0,3.0,10.0,198.0,34.0,0.0,40.0,10.0,3026.0,0.0,21.0,22.0,0.0,4.0,1062.0,0.0,5.0,766.0,17.0,2.0,246.0,3.0,12.0,3.0,268.0,0.0,81.0,21.0,0.0,94.0,23.0,28.0,31.0,21.0,0.0,4.0,529.0,495.0,0.0,50.0,8.0,0.0,12.0,1.0,118.0,0.0,0.0,67.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,6.0,10.0,13.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,103.0,36.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,25.0,1.0,57.0,0.0,0.0,0.0,5.0,2.0,130.0,0.0,0.0,1.0,0.0,1.0,7.0,18.0,0.0,0.0,0.0,11.0,23.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,7.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,2020-05-19,6214.0,3076.0,6335.0,9.0,835.0,5921.0,1318.0,2075.0,0.0,640.0,247.0,1512.0,147.0,275.0,143.0,1937.0,356.0,0.0,662.0,114.0,31.0,818.0,85.0,6218.0,30.0,0.0,56.0,0.0,236.0,1342.0,0.0,1.0,139.0,100.0,0.0,18.0,408.0,0.0,105.0,7.0,64.0,12.0,612.0,129.0,115.0,4.0,0.0,143.0,33.0,24.0,1.0,34.0,0.0,21.0,1214.0,7.0,30.0,490.0,128.0,17.0,143.0,2.0,2886.0,24.0,10.0,18.0,113.0,3.0,3.0,0.0,10.0,0.0,11.0,9.0,342.0,4.0,0.0,2.0,302.0,0.0,83.0,9.0,0.0,145.0,22.0,58.0,78.0,21.0,32.0,0.0,735.0,530.0,0.0,90.0,50.0,0.0,15.0,0.0,121.0,0.0,0.0,24.0,1.0,71.0,18.0,49.0,0.0,0.0,19.0,6.0,28.0,3.0,0.0,0.0,0.0,0.0,14.0,33.0,0.0,0.0,18.0,0.0,57.0,10.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,17.0,3.0,0.0,0.0,0.0,1.0,262.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,15.0,22.0,0.0,0.0,0.0,192.0,641.0,0.0,0.0,0.0,0.0,14.0,15.0,5.0,0.0,8.0,4.0,0.0,0.0,20.0,0.0,0.0,19.0,2.0,0.0,4.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,2020-05-20,4920.0,3113.0,9889.0,17.0,794.0,9262.0,1092.0,2881.0,0.0,1285.0,61.0,1635.0,206.0,280.0,108.0,1094.0,323.0,2.0,990.0,89.0,60.0,724.0,104.0,5444.0,160.0,31.0,72.0,0.0,190.0,997.0,0.0,21.0,128.0,100.0,0.0,39.0,214.0,0.0,163.0,39.0,204.0,42.0,1054.0,136.0,120.0,29.0,1590.0,197.0,35.0,19.0,8.0,38.0,0.0,11.0,1018.0,36.0,20.0,795.0,69.0,4.0,55.0,5.0,1844.0,100.0,15.0,7.0,0.0,4.0,2.0,0.0,9.0,529.0,12.0,0.0,204.0,2.0,9.0,0.0,252.0,0.0,445.0,0.0,-200.0,255.0,8.0,35.0,87.0,616.0,0.0,5.0,966.0,842.0,18.0,106.0,16.0,0.0,16.0,0.0,222.0,1.0,4.0,34.0,0.0,12.0,15.0,80.0,2.0,1.0,125.0,7.0,35.0,10.0,0.0,0.0,0.0,28.0,26.0,0.0,0.0,0.0,12.0,0.0,53.0,33.0,10.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,-26.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,-171.0,0.0,0.0,0.0,0.0,5.0,19.0,0.0,0.0,9.0,0.0,3.0,0.0,4.0,0.0,5.0,38.0,3.0,0.0,0.0,0.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
